row_id,scope,source_name,source_type,module_family,function_name,function_visibility,severity,risk_score,migration_status,migration_status_fr,target_layer,current_coverage,rationale,next_action,evidence
SHEET_COCKPIT_011,SHEETS_COCKPIT,Lexique / Knowledge Base,SEEDED_COCKPIT_OR_PLATFORM_VIEW,SHEETS_OR_TARGET_PLATFORM,,,REVIEW,0,MIGRATE_NOW,À migrer maintenant,PYTHON + REFLEX_UI,SEEDED_FROM_PROJECT_CONTEXT_REQUIRES_OPERATOR_REVIEW,Valeur MVP publique future.,"Valider couverture réelle, intérêt métier, puis rattacher à route Reflex ou statut no-migrate.","Lexique, topics, recherche KB"
SHEET_COCKPIT_012,SHEETS_COCKPIT,Runtime Cockpit,SEEDED_COCKPIT_OR_PLATFORM_VIEW,SHEETS_OR_TARGET_PLATFORM,,,REVIEW,0,MIGRATE_NOW,À migrer maintenant,REFLEX_UI,SEEDED_FROM_PROJECT_CONTEXT_REQUIRES_OPERATOR_REVIEW,Essentiel opérateur privé.,"Valider couverture réelle, intérêt métier, puis rattacher à route Reflex ou statut no-migrate.",État runtime/imports/smokes/ports
SHEET_COCKPIT_013,SHEETS_COCKPIT,Runtime Bridge Status,SEEDED_COCKPIT_OR_PLATFORM_VIEW,SHEETS_OR_TARGET_PLATFORM,,,REVIEW,0,MIGRATE_NOW,À migrer maintenant,REFLEX_UI + LOCAL_DOCS,SEEDED_FROM_PROJECT_CONTEXT_REQUIRES_OPERATOR_REVIEW,À lier aux trackers auto-update.,"Valider couverture réelle, intérêt métier, puis rattacher à route Reflex ou statut no-migrate.",Ponts locaux/exports/bridge
SHEET_COCKPIT_014,SHEETS_COCKPIT,WebApp Readiness,SEEDED_COCKPIT_OR_PLATFORM_VIEW,SHEETS_OR_TARGET_PLATFORM,,,REVIEW,0,MIGRATE_NOW,À migrer maintenant,REFLEX_UI,SEEDED_FROM_PROJECT_CONTEXT_REQUIRES_OPERATOR_REVIEW,Checklist release privée.,"Valider couverture réelle, intérêt métier, puis rattacher à route Reflex ou statut no-migrate.",Préparation qualité WebApp
SHEET_COCKPIT_015,SHEETS_COCKPIT,Revolut X Readonly Views,SEEDED_COCKPIT_OR_PLATFORM_VIEW,SHEETS_OR_TARGET_PLATFORM,,,REVIEW,0,KEEP_SHEETS_MANUAL,Garder dans Sheets en contrôle manuel,SHEETS_EXPORT + FUTURE_PYTHON,SEEDED_FROM_PROJECT_CONTEXT_REQUIRES_OPERATOR_REVIEW,Pas d’ordre/sizing ; revue/export seulement.,"Valider couverture réelle, intérêt métier, puis rattacher à route Reflex ou statut no-migrate.",Balances/trades lecture seule
SHEET_COCKPIT_016,SHEETS_COCKPIT,Legacy Script Registry,SEEDED_COCKPIT_OR_PLATFORM_VIEW,SHEETS_OR_TARGET_PLATFORM,,,REVIEW,0,KEEP_AS_EXPORT_SOURCE,Garder comme source d’export lecture seule,LOCAL_CSV + REFLEX_UI,SEEDED_FROM_PROJECT_CONTEXT_REQUIRES_OPERATOR_REVIEW,Source inventaire jusqu’à fermeture migration.,"Valider couverture réelle, intérêt métier, puis rattacher à route Reflex ou statut no-migrate.",Registre scripts Apps Script
SHEET_COCKPIT_017,SHEETS_COCKPIT,Legacy Sheets Control Tabs,SEEDED_COCKPIT_OR_PLATFORM_VIEW,SHEETS_OR_TARGET_PLATFORM,,,REVIEW,0,REVIEW_REQUIRED,Revue nécessaire,SHEETS_MANUAL,SEEDED_FROM_PROJECT_CONTEXT_REQUIRES_OPERATOR_REVIEW,Ne rien supprimer sans preuve.,"Valider couverture réelle, intérêt métier, puis rattacher à route Reflex ou statut no-migrate.",Onglets contrôle historiques
SHEET_COCKPIT_018,SHEETS_COCKPIT,BigQuery Historical Snapshots,SEEDED_COCKPIT_OR_PLATFORM_VIEW,SHEETS_OR_TARGET_PLATFORM,,,REVIEW,0,BIGQUERY_FUTURE_CANDIDATE,Candidat BigQuery futur,BIGQUERY,SEEDED_FROM_PROJECT_CONTEXT_REQUIRES_OPERATOR_REVIEW,"Volumétrie, audit et backtests.","Valider couverture réelle, intérêt métier, puis rattacher à route Reflex ou statut no-migrate.","Historique, logs, daily snapshots"
SHEET_COCKPIT_019,SHEETS_COCKPIT,BigQuery Decision Facts,SEEDED_COCKPIT_OR_PLATFORM_VIEW,SHEETS_OR_TARGET_PLATFORM,,,REVIEW,0,BIGQUERY_FUTURE_CANDIDATE,Candidat BigQuery futur,BIGQUERY,SEEDED_FROM_PROJECT_CONTEXT_REQUIRES_OPERATOR_REVIEW,Audit décisionnel long terme.,"Valider couverture réelle, intérêt métier, puis rattacher à route Reflex ou statut no-migrate.",Faits décisions et outcomes
FEATURE_CLUSTER_001,FEATURE_CLUSTER,AUDIT_INVENTORY,MODULE_FAMILY_AGGREGATE,AUDIT_INVENTORY,,,INFO,6,KEEP_AS_EXPORT_SOURCE,Garder comme source d’export lecture seule,LOCAL_DOCS + REFLEX_UI,scripts=2 functions=63 risk_hits=6,Audit et preuves.,"Décider par famille : migrer, conserver export, réécrire Python, ou retirer.","mvpqaic_21_sheet_inventory_cross_audit_core.js, mvpqaic_42_response_intake_consolidation_audit_core.js"
FEATURE_CLUSTER_002,FEATURE_CLUSTER,FORMATTING,MODULE_FAMILY_AGGREGATE,FORMATTING,,,INFO,0,RETIRE_NO_VALUE,Ne pas migrer / sans intérêt confirmé,REFLEX_NATIVE_UI,scripts=1 functions=5 risk_hits=0,Mise en forme Sheets non migrée telle quelle.,"Décider par famille : migrer, conserver export, réécrire Python, ou retirer.",mvpqaic_02_formatting.js
FEATURE_CLUSTER_003,FEATURE_CLUSTER,IMPORT_SEEDS,MODULE_FAMILY_AGGREGATE,IMPORT_SEEDS,,,INFO,3,REVIEW_REQUIRED,Revue nécessaire,LOCAL_EXPORT,scripts=1 functions=3 risk_hits=3,Import seed souvent one-shot.,"Décider par famille : migrer, conserver export, réécrire Python, ou retirer.",mvpqaic_03_import_csv_seeds.js
FEATURE_CLUSTER_004,FEATURE_CLUSTER,JOURNAL,MODULE_FAMILY_AGGREGATE,JOURNAL,,,INFO,7,MIGRATE_NOW,À migrer maintenant,PYTHON + LOCAL_EXPORT + FUTURE_BIGQUERY,scripts=1 functions=75 risk_hits=7,Journal décision traçable hors Sheets.,"Décider par famille : migrer, conserver export, réécrire Python, ou retirer.",mvpqaic_09_p1_journal_core.js
FEATURE_CLUSTER_005,FEATURE_CLUSTER,KNOWLEDGE_SEARCH,MODULE_FAMILY_AGGREGATE,KNOWLEDGE_SEARCH,,,HIGH,26,MIGRATE_NOW,À migrer maintenant,PYTHON + REFLEX_UI,scripts=2 functions=210 risk_hits=26,KB/Lexique dans WebApp.,"Décider par famille : migrer, conserver export, réécrire Python, ou retirer.","mvpqaic_01_knowledge_engine.js, mvpqaic_31_lexique_master_search_cockpit_core.js"
FEATURE_CLUSTER_006,FEATURE_CLUSTER,MANIFEST,MODULE_FAMILY_AGGREGATE,MANIFEST,,,INFO,0,NO_MIGRATION_NEEDED,Pas de migration nécessaire,TECHNICAL,scripts=1 functions=0 risk_hits=0,Fichier technique Apps Script.,"Décider par famille : migrer, conserver export, réécrire Python, ou retirer.",appsscript.json
FEATURE_CLUSTER_007,FEATURE_CLUSTER,PROMPT_ENGINE,MODULE_FAMILY_AGGREGATE,PROMPT_ENGINE,,,HIGH,109,MIGRATE_NOW,À migrer maintenant,PYTHON + REFLEX_UI,scripts=1 functions=747 risk_hits=109,Cœur prompt/human-review MVP.,"Décider par famille : migrer, conserver export, réécrire Python, ou retirer.",mvpqaic_11_p1_prompt_quality_core.js
FEATURE_CLUSTER_008,FEATURE_CLUSTER,QAIC_BRIDGE,MODULE_FAMILY_AGGREGATE,QAIC_BRIDGE,,,HIGH,296,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,scripts=11 functions=1582 risk_hits=296,Logique métier à sortir d’Apps Script.,"Décider par famille : migrer, conserver export, réécrire Python, ou retirer.","mvpqaic_04_p0b2_expansion.js, mvpqaic_05_p0b3_institutional_readiness.js, mvpqaic_06_p0b4_gpt_revolutx_bridge.js, mvpqaic_07_p0b5_trade_plan_methods_trailing.js, mvpqaic_08_full_signal_mapping_50_50.js, mvpqaic_22_frontend_sheet_rename_migration_core.js, mvpqaic_23_gpt_response_intake_core.js, mvpqaic_41_phase4_closure_cdc_tracker_core.js"
FEATURE_CLUSTER_009,FEATURE_CLUSTER,SCRIPT_REGISTRY,MODULE_FAMILY_AGGREGATE,SCRIPT_REGISTRY,,,HIGH,23,KEEP_AS_EXPORT_SOURCE,Garder comme source d’export lecture seule,LOCAL_CSV + REFLEX_UI,scripts=1 functions=45 risk_hits=23,Inventaire utile.,"Décider par famille : migrer, conserver export, réécrire Python, ou retirer.",mvpqaic_20_script_registry_maintenance_core.js
FEATURE_CLUSTER_010,FEATURE_CLUSTER,SETUP_FOUNDATION,MODULE_FAMILY_AGGREGATE,SETUP_FOUNDATION,,,INFO,4,REVIEW_REQUIRED,Revue nécessaire,PYTHON_REWRITE_OR_RETIRE,scripts=1 functions=8 risk_hits=4,Fondation legacy à vérifier.,"Décider par famille : migrer, conserver export, réécrire Python, ou retirer.",mvpqaic_00_setup_p0.js
APPS_SCRIPT_FILE_001,APPS_SCRIPT_FILE,appsscript.json,APPS_SCRIPT_FILE,MANIFEST,,,LOW,0,NO_MIGRATION_NEEDED,Pas de migration nécessaire,TECHNICAL,DISCOVERED_FROM_CLASP_CSV,Fichier technique Apps Script.,Revue opérateur : confirmer keep/migrate/retire avant suppression ou réécriture.,functions=0 risk_hits=0 flags=
APPS_SCRIPT_FILE_002,APPS_SCRIPT_FILE,mvpqaic_00_setup_p0.js,APPS_SCRIPT_FILE,SETUP_FOUNDATION,,,HIGH,28,REVIEW_REQUIRED,Revue nécessaire,PYTHON_REWRITE_OR_RETIRE,DISCOVERED_FROM_CLASP_CSV,Fondation legacy à vérifier. Risque élevé : revue stricte avant retrait ou migration.,Revue opérateur : confirmer keep/migrate/retire avant suppression ou réécriture.,functions=8 risk_hits=4 flags=calls_spreadsheet;writes_sheet_likely
APPS_SCRIPT_FILE_003,APPS_SCRIPT_FILE,mvpqaic_01_knowledge_engine.js,APPS_SCRIPT_FILE,KNOWLEDGE_SEARCH,,,LOW,4,MIGRATE_NOW,À migrer maintenant,PYTHON + REFLEX_UI,DISCOVERED_FROM_CLASP_CSV,KB/Lexique dans WebApp.,Revue opérateur : confirmer keep/migrate/retire avant suppression ou réécriture.,functions=12 risk_hits=0 flags=calls_spreadsheet
APPS_SCRIPT_FILE_004,APPS_SCRIPT_FILE,mvpqaic_02_formatting.js,APPS_SCRIPT_FILE,FORMATTING,,,LOW,4,RETIRE_NO_VALUE,Ne pas migrer / sans intérêt confirmé,REFLEX_NATIVE_UI,DISCOVERED_FROM_CLASP_CSV,Mise en forme Sheets non migrée telle quelle.,Revue opérateur : confirmer keep/migrate/retire avant suppression ou réécriture.,functions=5 risk_hits=0 flags=calls_spreadsheet
APPS_SCRIPT_FILE_005,APPS_SCRIPT_FILE,mvpqaic_03_import_csv_seeds.js,APPS_SCRIPT_FILE,IMPORT_SEEDS,,,MEDIUM,36,REVIEW_REQUIRED,Revue nécessaire,LOCAL_EXPORT,DISCOVERED_FROM_CLASP_CSV,Import seed souvent one-shot. Risque élevé : revue stricte avant retrait ou migration.,Revue opérateur : confirmer keep/migrate/retire avant suppression ou réécriture.,functions=3 risk_hits=3 flags=calls_spreadsheet;calls_drive;writes_sheet_likely;has_delete_or_clear_risk
APPS_SCRIPT_FILE_006,APPS_SCRIPT_FILE,mvpqaic_04_p0b2_expansion.js,APPS_SCRIPT_FILE,QAIC_BRIDGE,,,MEDIUM,50,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_CLASP_CSV,Logique métier à sortir d’Apps Script. Risque élevé : revue stricte avant retrait ou migration.,Revue opérateur : confirmer keep/migrate/retire avant suppression ou réécriture.,functions=19 risk_hits=7 flags=calls_spreadsheet;calls_bigquery;calls_drive;writes_sheet_likely;has_delete_or_clear_risk
APPS_SCRIPT_FILE_007,APPS_SCRIPT_FILE,mvpqaic_05_p0b3_institutional_readiness.js,APPS_SCRIPT_FILE,QAIC_BRIDGE,,,MEDIUM,52,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_CLASP_CSV,Logique métier à sortir d’Apps Script. Risque élevé : revue stricte avant retrait ou migration.,Revue opérateur : confirmer keep/migrate/retire avant suppression ou réécriture.,functions=19 risk_hits=8 flags=calls_spreadsheet;calls_bigquery;calls_drive;writes_sheet_likely;has_delete_or_clear_risk
APPS_SCRIPT_FILE_008,APPS_SCRIPT_FILE,mvpqaic_06_p0b4_gpt_revolutx_bridge.js,APPS_SCRIPT_FILE,QAIC_BRIDGE,,,HIGH,60,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_CLASP_CSV,Logique métier à sortir d’Apps Script. Risque élevé : revue stricte avant retrait ou migration.,Revue opérateur : confirmer keep/migrate/retire avant suppression ou réécriture.,functions=30 risk_hits=10 flags=calls_spreadsheet;calls_bigquery;calls_drive;writes_sheet_likely;has_delete_or_clear_risk
APPS_SCRIPT_FILE_009,APPS_SCRIPT_FILE,mvpqaic_07_p0b5_trade_plan_methods_trailing.js,APPS_SCRIPT_FILE,QAIC_BRIDGE,,,HIGH,50,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_CLASP_CSV,Logique métier à sortir d’Apps Script. Risque élevé : revue stricte avant retrait ou migration.,Revue opérateur : confirmer keep/migrate/retire avant suppression ou réécriture.,functions=21 risk_hits=8 flags=calls_spreadsheet;calls_drive;writes_sheet_likely;has_delete_or_clear_risk
APPS_SCRIPT_FILE_010,APPS_SCRIPT_FILE,mvpqaic_08_full_signal_mapping_50_50.js,APPS_SCRIPT_FILE,QAIC_BRIDGE,,,HIGH,44,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_CLASP_CSV,Logique métier à sortir d’Apps Script. Risque élevé : revue stricte avant retrait ou migration.,Revue opérateur : confirmer keep/migrate/retire avant suppression ou réécriture.,functions=6 risk_hits=7 flags=calls_spreadsheet;writes_sheet_likely;has_delete_or_clear_risk
APPS_SCRIPT_FILE_011,APPS_SCRIPT_FILE,mvpqaic_09_p1_journal_core.js,APPS_SCRIPT_FILE,JOURNAL,,,HIGH,34,MIGRATE_NOW,À migrer maintenant,PYTHON + LOCAL_EXPORT + FUTURE_BIGQUERY,DISCOVERED_FROM_CLASP_CSV,Journal décision traçable hors Sheets. Risque élevé : revue stricte avant retrait ou migration.,Revue opérateur : confirmer keep/migrate/retire avant suppression ou réécriture.,functions=75 risk_hits=7 flags=calls_spreadsheet;writes_sheet_likely
APPS_SCRIPT_FILE_012,APPS_SCRIPT_FILE,mvpqaic_11_p1_prompt_quality_core.js,APPS_SCRIPT_FILE,PROMPT_ENGINE,,,HIGH,248,MIGRATE_NOW,À migrer maintenant,PYTHON + REFLEX_UI,DISCOVERED_FROM_CLASP_CSV,Cœur prompt/human-review MVP. Risque élevé : revue stricte avant retrait ou migration.,Revue opérateur : confirmer keep/migrate/retire avant suppression ou réécriture.,functions=747 risk_hits=109 flags=calls_spreadsheet;writes_sheet_likely;has_delete_or_clear_risk
APPS_SCRIPT_FILE_013,APPS_SCRIPT_FILE,mvpqaic_20_script_registry_maintenance_core.js,APPS_SCRIPT_FILE,SCRIPT_REGISTRY,,,HIGH,89,KEEP_AS_EXPORT_SOURCE,Garder comme source d’export lecture seule,LOCAL_CSV + REFLEX_UI,DISCOVERED_FROM_CLASP_CSV,Inventaire utile. Risque élevé : revue stricte avant retrait ou migration.,Revue opérateur : confirmer keep/migrate/retire avant suppression ou réécriture.,functions=45 risk_hits=23 flags=calls_spreadsheet;calls_bigquery;calls_drive;calls_properties;writes_sheet_likely;has_delete_or_clear_risk
APPS_SCRIPT_FILE_014,APPS_SCRIPT_FILE,mvpqaic_21_sheet_inventory_cross_audit_core.js,APPS_SCRIPT_FILE,AUDIT_INVENTORY,,,HIGH,36,KEEP_AS_EXPORT_SOURCE,Garder comme source d’export lecture seule,LOCAL_DOCS + REFLEX_UI,DISCOVERED_FROM_CLASP_CSV,Audit et preuves. Risque élevé : revue stricte avant retrait ou migration.,Revue opérateur : confirmer keep/migrate/retire avant suppression ou réécriture.,functions=37 risk_hits=3 flags=calls_spreadsheet;writes_sheet_likely;has_delete_or_clear_risk
APPS_SCRIPT_FILE_015,APPS_SCRIPT_FILE,mvpqaic_22_frontend_sheet_rename_migration_core.js,APPS_SCRIPT_FILE,QAIC_BRIDGE,,,HIGH,12,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_CLASP_CSV,Logique métier à sortir d’Apps Script.,Revue opérateur : confirmer keep/migrate/retire avant suppression ou réécriture.,functions=11 risk_hits=0 flags=calls_spreadsheet
APPS_SCRIPT_FILE_016,APPS_SCRIPT_FILE,mvpqaic_23_gpt_response_intake_core.js,APPS_SCRIPT_FILE,QAIC_BRIDGE,,,HIGH,332,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_CLASP_CSV,Logique métier à sortir d’Apps Script. Risque élevé : revue stricte avant retrait ou migration.,Revue opérateur : confirmer keep/migrate/retire avant suppression ou réécriture.,functions=867 risk_hits=149 flags=calls_spreadsheet;calls_drive;writes_sheet_likely;has_delete_or_clear_risk
APPS_SCRIPT_FILE_017,APPS_SCRIPT_FILE,mvpqaic_31_lexique_master_search_cockpit_core.js,APPS_SCRIPT_FILE,KNOWLEDGE_SEARCH,,,HIGH,82,MIGRATE_NOW,À migrer maintenant,PYTHON + REFLEX_UI,DISCOVERED_FROM_CLASP_CSV,KB/Lexique dans WebApp. Risque élevé : revue stricte avant retrait ou migration.,Revue opérateur : confirmer keep/migrate/retire avant suppression ou réécriture.,functions=198 risk_hits=26 flags=calls_spreadsheet;writes_sheet_likely;has_delete_or_clear_risk
APPS_SCRIPT_FILE_018,APPS_SCRIPT_FILE,mvpqaic_41_phase4_closure_cdc_tracker_core.js,APPS_SCRIPT_FILE,QAIC_BRIDGE,,,HIGH,94,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_CLASP_CSV,Logique métier à sortir d’Apps Script. Risque élevé : revue stricte avant retrait ou migration.,Revue opérateur : confirmer keep/migrate/retire avant suppression ou réécriture.,functions=186 risk_hits=29 flags=calls_spreadsheet;calls_bigquery;writes_sheet_likely;has_delete_or_clear_risk
APPS_SCRIPT_FILE_019,APPS_SCRIPT_FILE,mvpqaic_42_response_intake_consolidation_audit_core.js,APPS_SCRIPT_FILE,AUDIT_INVENTORY,,,HIGH,36,KEEP_AS_EXPORT_SOURCE,Garder comme source d’export lecture seule,LOCAL_DOCS + REFLEX_UI,DISCOVERED_FROM_CLASP_CSV,Audit et preuves. Risque élevé : revue stricte avant retrait ou migration.,Revue opérateur : confirmer keep/migrate/retire avant suppression ou réécriture.,functions=26 risk_hits=3 flags=calls_spreadsheet;writes_sheet_likely;has_delete_or_clear_risk
APPS_SCRIPT_FILE_020,APPS_SCRIPT_FILE,mvpqaic_50_p5_webapp_readiness_core.js,APPS_SCRIPT_FILE,QAIC_BRIDGE,,,HIGH,186,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_CLASP_CSV,Logique métier à sortir d’Apps Script. Risque élevé : revue stricte avant retrait ou migration.,Revue opérateur : confirmer keep/migrate/retire avant suppression ou réécriture.,functions=387 risk_hits=78 flags=calls_spreadsheet;writes_sheet_likely;has_delete_or_clear_risk
APPS_SCRIPT_FILE_021,APPS_SCRIPT_FILE,mvpqaic_90_webapp_entrypoint.js,APPS_SCRIPT_FILE,QAIC_BRIDGE,,,LOW,0,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_CLASP_CSV,Logique métier à sortir d’Apps Script.,Revue opérateur : confirmer keep/migrate/retire avant suppression ou réécriture.,functions=1 risk_hits=0 flags=
APPS_SCRIPT_FILE_022,APPS_SCRIPT_FILE,mvpqaic_91_webapp_sheets_sync.js,APPS_SCRIPT_FILE,QAIC_BRIDGE,,,HIGH,12,PYTHON_REWRITE,Réécrire en Python,PYTHON_SERVICE + READONLY_EXPORT,DISCOVERED_FROM_CLASP_CSV,Logique métier à sortir d’Apps Script.,Revue opérateur : confirmer keep/migrate/retire avant suppression ou réécriture.,functions=35 risk_hits=0 flags=calls_spreadsheet
APPS_SCRIPT_FUNCTION_0001,APPS_SCRIPT_FUNCTION,mvpqaic_00_setup_p0.js,APPS_SCRIPT_FUNCTION,SETUP_FOUNDATION,onOpen,INTERNAL,INFO,0,REVIEW_REQUIRED,Revue nécessaire,REFLEX_UI_OR_RETIRE,DISCOVERED_FROM_FUNCTION_INDEX,Fonction menu/trigger : vérifier usage réel.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=34 prefix=
APPS_SCRIPT_FUNCTION_0002,APPS_SCRIPT_FUNCTION,mvpqaic_00_setup_p0.js,APPS_SCRIPT_FUNCTION,SETUP_FOUNDATION,MVPQAIC_Setup_P0,PUBLIC,INFO,0,REVIEW_REQUIRED,Revue nécessaire,PYTHON_REWRITE_OR_RETIRE,DISCOVERED_FROM_FUNCTION_INDEX,Fondation legacy à vérifier.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=46 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0003,APPS_SCRIPT_FUNCTION,mvpqaic_00_setup_p0.js,APPS_SCRIPT_FUNCTION,SETUP_FOUNDATION,MVPQAIC_Status_P0,PUBLIC,INFO,0,REVIEW_REQUIRED,Revue nécessaire,PYTHON_REWRITE_OR_RETIRE,DISCOVERED_FROM_FUNCTION_INDEX,Fondation legacy à vérifier.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=69 prefix=MVPQAIC
APPS_SCRIPT_FUNCTION_0004,APPS_SCRIPT_FUNCTION,mvpqaic_00_setup_p0.js,APPS_SCRIPT_FUNCTION,SETUP_FOUNDATION,MVPQAIC_GetOrCreateSheet_,PUBLIC,INFO,0,REVIEW_REQUIRED,Revue nécessaire,PYTHON_REWRITE_OR_RETIRE,DISCOVERED_FROM_FUNCTION_INDEX,Fondation legacy à vérifier.,Grouper par fonctionnalité et confirmer équivalent Python/Reflex ou retrait.,line=86 prefix=MVPQAIC
