"item_id","theme","relative_path","source_path","source_exists","final_file","integrated_in_final_candidate","source_zone","archive_allowed","archive_execute_now","archive_target_policy"
"ITEM-002464","CDC_CONTRACT","01_DOCS\REFERENCE_DOCS_REAL_FULL_SOURCE_FUSION_0.7.2_20260620\01_FUSED_DOCS_0.7.2\📘 CDC_MVP_QAIC_WEB_APP_LEXIQUE_FIRST_0.7.2_REAL_FULL_SOURCE_FUSION.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\REFERENCE_DOCS_REAL_FULL_SOURCE_FUSION_0.7.2_20260620\01_FUSED_DOCS_0.7.2\📘 CDC_MVP_QAIC_WEB_APP_LEXIQUE_FIRST_0.7.2_REAL_FULL_SOURCE_FUSION.md","False","📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","NO_REQUIRES_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001345","CDC_CONTRACT","01_DOCS\RUNBOOK\RUNBOOK_MVP_QAIC_P1G_PROMPT_LIBRARY_CONTRACT_0.6.0.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\RUNBOOK_MVP_QAIC_P1G_PROMPT_LIBRARY_CONTRACT_0.6.0.md","True","📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-002015","CDC_CONTRACT","01_DOCS\VALIDATION\P12E_LEXIQUE_20260617-004551\mvpqaic_31_p12e_lexique_contract_status_core.gs","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P12E_LEXIQUE_20260617-004551\mvpqaic_31_p12e_lexique_contract_status_core.gs","True","📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-002012","CDC_CONTRACT","01_DOCS\VALIDATION\P12E_LEXIQUE_20260617-004551\P12E_LEXIQUE_CONTRACT_20260617-004551.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P12E_LEXIQUE_20260617-004551\P12E_LEXIQUE_CONTRACT_20260617-004551.csv","True","📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-002177","CDC_CONTRACT","01_DOCS\VALIDATION\P15A_20260617_122844\P15A_CONSUMER_CONTRACT.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P15A_20260617_122844\P15A_CONSUMER_CONTRACT.md","True","📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-002174","CDC_CONTRACT","01_DOCS\VALIDATION\P15A_20260617_122844\P15A_HEADER_CONTRACT.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P15A_20260617_122844\P15A_HEADER_CONTRACT.csv","True","📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-002179","CDC_CONTRACT","01_DOCS\VALIDATION\P15B_20260617_123430\P15B_NAVIGATION_CONTRACT.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P15B_20260617_123430\P15B_NAVIGATION_CONTRACT.csv","True","📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-002182","CDC_CONTRACT","01_DOCS\VALIDATION\P15B_20260617_123430\P15B_UI_CONTRACT.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P15B_20260617_123430\P15B_UI_CONTRACT.md","True","📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-002180","CDC_CONTRACT","01_DOCS\VALIDATION\P15B_20260617_123430\P15B_VIEW_CONTRACT.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P15B_20260617_123430\P15B_VIEW_CONTRACT.csv","True","📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-002185","CDC_CONTRACT","01_DOCS\VALIDATION\P15C_20260617_124001\P15C_COMPONENT_SPEC.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P15C_20260617_124001\P15C_COMPONENT_SPEC.csv","True","📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-002186","CDC_CONTRACT","01_DOCS\VALIDATION\P15C_20260617_124001\P15C_ROUTE_SPEC.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P15C_20260617_124001\P15C_ROUTE_SPEC.csv","True","📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-002184","CDC_CONTRACT","01_DOCS\VALIDATION\P15C_20260617_124001\P15C_SCREEN_SPEC.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P15C_20260617_124001\P15C_SCREEN_SPEC.csv","True","📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-002188","CDC_CONTRACT","01_DOCS\VALIDATION\P15C_20260617_124001\P15C_WEB_APP_SPEC.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P15C_20260617_124001\P15C_WEB_APP_SPEC.md","True","📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-002271","CDC_CONTRACT","01_DOCS\VALIDATION\P21A_20260617_155339\P21A_BUBBLE_CHART_REFERENCE_SPEC.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P21A_20260617_155339\P21A_BUBBLE_CHART_REFERENCE_SPEC.md","True","📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-002414","CDC_CONTRACT","01_DOCS\VALIDATION\P26R_20260618_105204\P26R_TARGET_UX_SPEC.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P26R_20260618_105204\P26R_TARGET_UX_SPEC.md","True","📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-002424","CDC_CONTRACT","01_DOCS\VALIDATION\P26R2_20260618_105728\P26R2_TARGET_UX_SPEC.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P26R2_20260618_105728\P26R2_TARGET_UX_SPEC.md","True","📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001650","CDC_CONTRACT","01_DOCS\VALIDATION\P7C_APP_SCHEMA_CONTRACT_NO_APPLY_MAXI_20260616-131902\P7C_FIELD_CONTRACT_20260616-131902.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P7C_APP_SCHEMA_CONTRACT_NO_APPLY_MAXI_20260616-131902\P7C_FIELD_CONTRACT_20260616-131902.csv","True","📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001654","CDC_CONTRACT","01_DOCS\VALIDATION\P7C_APP_SCHEMA_CONTRACT_NO_APPLY_MAXI_20260616-131902\P7C_MANIFEST_20260616-131902.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P7C_APP_SCHEMA_CONTRACT_NO_APPLY_MAXI_20260616-131902\P7C_MANIFEST_20260616-131902.csv","True","📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001653","CDC_CONTRACT","01_DOCS\VALIDATION\P7C_APP_SCHEMA_CONTRACT_NO_APPLY_MAXI_20260616-131902\P7C_REPORT_20260616-131902.md","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P7C_APP_SCHEMA_CONTRACT_NO_APPLY_MAXI_20260616-131902\P7C_REPORT_20260616-131902.md","True","📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001652","CDC_CONTRACT","01_DOCS\VALIDATION\P7C_APP_SCHEMA_CONTRACT_NO_APPLY_MAXI_20260616-131902\P7C_SUMMARY_20260616-131902.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P7C_APP_SCHEMA_CONTRACT_NO_APPLY_MAXI_20260616-131902\P7C_SUMMARY_20260616-131902.csv","True","📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001649","CDC_CONTRACT","01_DOCS\VALIDATION\P7C_APP_SCHEMA_CONTRACT_NO_APPLY_MAXI_20260616-131902\P7C_TABLE_CONTRACT_20260616-131902.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P7C_APP_SCHEMA_CONTRACT_NO_APPLY_MAXI_20260616-131902\P7C_TABLE_CONTRACT_20260616-131902.csv","True","📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001651","CDC_CONTRACT","01_DOCS\VALIDATION\P7C_APP_SCHEMA_CONTRACT_NO_APPLY_MAXI_20260616-131902\P7C_VIEW_CONTRACT_20260616-131902.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P7C_APP_SCHEMA_CONTRACT_NO_APPLY_MAXI_20260616-131902\P7C_VIEW_CONTRACT_20260616-131902.csv","True","📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001667","CDC_CONTRACT","01_DOCS\VALIDATION\P8B_REVOLUT_X_QAIC_CONTRACT_PACK_NO_APPLY_20260616-152747\P8A_MVP_QAIC_COMPATIBILITY_MATRIX_20260616-152359.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8B_REVOLUT_X_QAIC_CONTRACT_PACK_NO_APPLY_20260616-152747\P8A_MVP_QAIC_COMPATIBILITY_MATRIX_20260616-152359.csv","True","📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001668","CDC_CONTRACT","01_DOCS\VALIDATION\P8B_REVOLUT_X_QAIC_CONTRACT_PACK_NO_APPLY_20260616-152747\P8A_REVOLUT_X_EXECUTION_POLICY_MATRIX_20260616-152359.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8B_REVOLUT_X_QAIC_CONTRACT_PACK_NO_APPLY_20260616-152747\P8A_REVOLUT_X_EXECUTION_POLICY_MATRIX_20260616-152359.csv","True","📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001666","CDC_CONTRACT","01_DOCS\VALIDATION\P8B_REVOLUT_X_QAIC_CONTRACT_PACK_NO_APPLY_20260616-152747\P8A_SUMMARY_20260616-152359.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8B_REVOLUT_X_QAIC_CONTRACT_PACK_NO_APPLY_20260616-152747\P8A_SUMMARY_20260616-152359.csv","True","📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001677","CDC_CONTRACT","01_DOCS\VALIDATION\P8B_REVOLUT_X_QAIC_CONTRACT_PACK_NO_APPLY_20260616-152747\P8B_MANIFEST_20260616-152747.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8B_REVOLUT_X_QAIC_CONTRACT_PACK_NO_APPLY_20260616-152747\P8B_MANIFEST_20260616-152747.csv","True","📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
"ITEM-001670","CDC_CONTRACT","01_DOCS\VALIDATION\P8B_REVOLUT_X_QAIC_CONTRACT_PACK_NO_APPLY_20260616-152747\P8B_MANUAL_EXECUTION_CONTRACT_20260616-152747.csv","G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\VALIDATION\P8B_REVOLUT_X_QAIC_CONTRACT_PACK_NO_APPLY_20260616-152747\P8B_MANUAL_EXECUTION_CONTRACT_20260616-152747.csv","True","📘 MVP_QAIC_CDC_CONTRACT_FINAL_FUSED_v0.2.2.md","TRUE","MAIN_FOLDER","YES_CANDIDATE_CANONICAL_DUPLICATE_AFTER_HUMAN_REVIEW","NO","P203B4_ONLY_IF_HUMAN_AUTHORIZED"
