status,source,target,sha256,bytes,row,source_relative_path,target_relative_path,mode,r5_bucket
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\CDC\📘 CDC_MVP_QAIC_WEB_APP_LEXIQUE_FIRST_0.6.2_REAL_FUSION_REPAIR.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\CDC\📘 CDC_MVP_QAIC_WEB_APP_LEXIQUE_FIRST_0.6.2_REAL_FUSION_REPAIR.md,00f3d38c78243036b0c16a2fa37fcc5571cbc389282052ed2a27ffd55db83369,27670,12,01_DOCS/CDC/📘 CDC_MVP_QAIC_WEB_APP_LEXIQUE_FIRST_0.6.2_REAL_FUSION_REPAIR.md,FINAL/fusion_inbox_R6/CDC/📘 CDC_MVP_QAIC_WEB_APP_LEXIQUE_FIRST_0.6.2_REAL_FUSION_REPAIR.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_CDC_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\CDC\📘 CDC_MVP_QAIC_WEB_APP_LEXIQUE_FIRST_0.7.2_REAL_FULL_SOURCE_FUSION.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\CDC\📘 CDC_MVP_QAIC_WEB_APP_LEXIQUE_FIRST_0.7.2_REAL_FULL_SOURCE_FUSION.md,c5d63c4b023d7671edeb0a78ba0e0792ef30f88098b2c3f11b6b2971ed593db2,31100,13,01_DOCS/CDC/📘 CDC_MVP_QAIC_WEB_APP_LEXIQUE_FIRST_0.7.2_REAL_FULL_SOURCE_FUSION.md,FINAL/fusion_inbox_R6/CDC/📘 CDC_MVP_QAIC_WEB_APP_LEXIQUE_FIRST_0.7.2_REAL_FULL_SOURCE_FUSION.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_CDC_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\PLANNING\🗓️ PLANNING_MVP_QAIC_WEB_APP_TRANSITION_QAIC_0.6.2_REAL_FUSION_REPAIR.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\PLANNING\🗓️ PLANNING_MVP_QAIC_WEB_APP_TRANSITION_QAIC_0.6.2_REAL_FUSION_REPAIR.md,6904e0a495e1789faa9d582e726f401eccc3e6cbf630279768e805a92ba94630,26933,14,01_DOCS/PLANNING/🗓️ PLANNING_MVP_QAIC_WEB_APP_TRANSITION_QAIC_0.6.2_REAL_FUSION_REPAIR.md,FINAL/fusion_inbox_R6/PLANNING/🗓️ PLANNING_MVP_QAIC_WEB_APP_TRANSITION_QAIC_0.6.2_REAL_FUSION_REPAIR.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_PLANNING_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\PLANNING\🗓️ PLANNING_MVP_QAIC_WEB_APP_TRANSITION_QAIC_0.7.2_REAL_FULL_SOURCE_FUSION.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\PLANNING\🗓️ PLANNING_MVP_QAIC_WEB_APP_TRANSITION_QAIC_0.7.2_REAL_FULL_SOURCE_FUSION.md,8aae0ef0fba8e5e1b3a4c7a33ad83e2b00bce0ae7ee7e733a6b71f57edf7dd02,30379,15,01_DOCS/PLANNING/🗓️ PLANNING_MVP_QAIC_WEB_APP_TRANSITION_QAIC_0.7.2_REAL_FULL_SOURCE_FUSION.md,FINAL/fusion_inbox_R6/PLANNING/🗓️ PLANNING_MVP_QAIC_WEB_APP_TRANSITION_QAIC_0.7.2_REAL_FULL_SOURCE_FUSION.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_PLANNING_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\INSTRUCTIONS\VERSION_COURTE_PROJET_CHATGPT_MVP_QAIC_0.4.9.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\INSTRUCTIONS\VERSION_COURTE_PROJET_CHATGPT_MVP_QAIC_0.4.9.md,7a503ef4967ae82870c9c2a143547ac3dbcf5a71b166c33975f4c3f8425f4694,3338,16,01_DOCS/INSTRUCTIONS/VERSION_COURTE_PROJET_CHATGPT_MVP_QAIC_0.4.9.md,FINAL/fusion_inbox_R6/INSTRUCTIONS/VERSION_COURTE_PROJET_CHATGPT_MVP_QAIC_0.4.9.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_INSTRUCTIONS_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\INSTRUCTIONS\INSTRUCTIONS_UI_IMPERATIVE_MVP_QAIC_1.0.2.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\INSTRUCTIONS\INSTRUCTIONS_UI_IMPERATIVE_MVP_QAIC_1.0.2.md,babd2b74b1c0ab4d52fc83636b5ad7ee95692fdd27fce3f25812f63fe6c03f5f,1733,17,01_DOCS/INSTRUCTIONS/INSTRUCTIONS_UI_IMPERATIVE_MVP_QAIC_1.0.2.md,FINAL/fusion_inbox_R6/INSTRUCTIONS/INSTRUCTIONS_UI_IMPERATIVE_MVP_QAIC_1.0.2.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_INSTRUCTIONS_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\INSTRUCTIONS\🚀 INSTRUCTIONS_PROJET_MVP_QAIC_0.6.2_REAL_FUSION_REPAIR.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\INSTRUCTIONS\🚀 INSTRUCTIONS_PROJET_MVP_QAIC_0.6.2_REAL_FUSION_REPAIR.md,72ec4515f24e63f8f836ecb32b62db4e4a8f3a60d441c589843f94ac28feb230,45827,18,01_DOCS/INSTRUCTIONS/🚀 INSTRUCTIONS_PROJET_MVP_QAIC_0.6.2_REAL_FUSION_REPAIR.md,FINAL/fusion_inbox_R6/INSTRUCTIONS/🚀 INSTRUCTIONS_PROJET_MVP_QAIC_0.6.2_REAL_FUSION_REPAIR.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_INSTRUCTIONS_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\INSTRUCTIONS\🚀 INSTRUCTIONS_PROJET_MVP_QAIC_0.7.2_REAL_FULL_SOURCE_FUSION.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\INSTRUCTIONS\🚀 INSTRUCTIONS_PROJET_MVP_QAIC_0.7.2_REAL_FULL_SOURCE_FUSION.md,ab742f89522ecbb83137ea67d9f02fd4589bf5cf93918d706261dded4f466a95,49261,19,01_DOCS/INSTRUCTIONS/🚀 INSTRUCTIONS_PROJET_MVP_QAIC_0.7.2_REAL_FULL_SOURCE_FUSION.md,FINAL/fusion_inbox_R6/INSTRUCTIONS/🚀 INSTRUCTIONS_PROJET_MVP_QAIC_0.7.2_REAL_FULL_SOURCE_FUSION.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_INSTRUCTIONS_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\INSTRUCTIONS\PROCESS_GOVERNANCE_073\INSTRUCTIONS_PROCESS_GOVERNANCE_BATCH_MAXI_FAST_FUSE_0.7.3.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\INSTRUCTIONS\PROCESS_GOVERNANCE_073\INSTRUCTIONS_PROCESS_GOVERNANCE_BATCH_MAXI_FAST_FUSE_0.7.3.md,8e7d905d8fe30c27a1b4181fbb2a5b10aa6473f77190415a520dffa23ac5bba3,3874,21,01_DOCS/INSTRUCTIONS/PROCESS_GOVERNANCE_073/INSTRUCTIONS_PROCESS_GOVERNANCE_BATCH_MAXI_FAST_FUSE_0.7.3.md,FINAL/fusion_inbox_R6/INSTRUCTIONS/PROCESS_GOVERNANCE_073/INSTRUCTIONS_PROCESS_GOVERNANCE_BATCH_MAXI_FAST_FUSE_0.7.3.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_INSTRUCTIONS_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\README_RUNBOOK_PLACEHOLDER.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\RUNBOOK\README_RUNBOOK_PLACEHOLDER.md,4c581fe80569a48d0a5b6d3166230c3b8f345e9b03d8f13d368868a56a64f190,77,22,01_DOCS/RUNBOOK/README_RUNBOOK_PLACEHOLDER.md,FINAL/fusion_inbox_R6/RUNBOOK/README_RUNBOOK_PLACEHOLDER.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_RUNBOOK_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\🧭 RUNBOOK_MVP_QAIC_0.3.0.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\RUNBOOK\🧭 RUNBOOK_MVP_QAIC_0.3.0.md,b07e93847c0aa757c1c67948588d3ed01ae065d4744ab3817720a71397e636f6,4106,23,01_DOCS/RUNBOOK/🧭 RUNBOOK_MVP_QAIC_0.3.0.md,FINAL/fusion_inbox_R6/RUNBOOK/🧭 RUNBOOK_MVP_QAIC_0.3.0.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_RUNBOOK_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\🧭 RUNBOOK_MVP_QAIC_0.3.1_FULL_FUSION.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\RUNBOOK\🧭 RUNBOOK_MVP_QAIC_0.3.1_FULL_FUSION.md,eba9f279559d630a870c980ff1be67f661f8e3899d7b1ef3b5834a95910ee0ba,4031,24,01_DOCS/RUNBOOK/🧭 RUNBOOK_MVP_QAIC_0.3.1_FULL_FUSION.md,FINAL/fusion_inbox_R6/RUNBOOK/🧭 RUNBOOK_MVP_QAIC_0.3.1_FULL_FUSION.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_RUNBOOK_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\🧭 DAILY_USAGE_RUNBOOK_MVP_QAIC_0.4.0.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\RUNBOOK\🧭 DAILY_USAGE_RUNBOOK_MVP_QAIC_0.4.0.md,feca52895f955097679f6518a892361fecae08dc653497f0efcaed55d28112ed,1202,25,01_DOCS/RUNBOOK/🧭 DAILY_USAGE_RUNBOOK_MVP_QAIC_0.4.0.md,FINAL/fusion_inbox_R6/RUNBOOK/🧭 DAILY_USAGE_RUNBOOK_MVP_QAIC_0.4.0.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_RUNBOOK_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\🧪 FIRST_REAL_GPT_RESPONSE_AUDIT_TEST_RUNBOOK_MVP_QAIC_0.4.1.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\RUNBOOK\🧪 FIRST_REAL_GPT_RESPONSE_AUDIT_TEST_RUNBOOK_MVP_QAIC_0.4.1.md,fe1b2cde73ccabdd092f44f6a1d8ec1fe4e14bae4f5c469d67dcef31f0e8e720,2482,26,01_DOCS/RUNBOOK/🧪 FIRST_REAL_GPT_RESPONSE_AUDIT_TEST_RUNBOOK_MVP_QAIC_0.4.1.md,FINAL/fusion_inbox_R6/RUNBOOK/🧪 FIRST_REAL_GPT_RESPONSE_AUDIT_TEST_RUNBOOK_MVP_QAIC_0.4.1.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_RUNBOOK_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\📝 DECISION_JOURNAL_APPEND_RUNBOOK_MVP_QAIC_0.4.2.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\RUNBOOK\📝 DECISION_JOURNAL_APPEND_RUNBOOK_MVP_QAIC_0.4.2.md,5052e8d4cc146a2b5a57181be8978accac1f2a6486daa146a3656516173c01cd,2472,27,01_DOCS/RUNBOOK/📝 DECISION_JOURNAL_APPEND_RUNBOOK_MVP_QAIC_0.4.2.md,FINAL/fusion_inbox_R6/RUNBOOK/📝 DECISION_JOURNAL_APPEND_RUNBOOK_MVP_QAIC_0.4.2.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_RUNBOOK_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\📝 P1C_DECISION_JOURNAL_APPEND_SCRIPT_RUNBOOK_0.4.3.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\RUNBOOK\📝 P1C_DECISION_JOURNAL_APPEND_SCRIPT_RUNBOOK_0.4.3.md,69e3007d3952e9eaddaafcf80174ac9f9f94c836a01f389bb8981241df381a95,1688,28,01_DOCS/RUNBOOK/📝 P1C_DECISION_JOURNAL_APPEND_SCRIPT_RUNBOOK_0.4.3.md,FINAL/fusion_inbox_R6/RUNBOOK/📝 P1C_DECISION_JOURNAL_APPEND_SCRIPT_RUNBOOK_0.4.3.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_RUNBOOK_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\🧹 P1D_JOURNAL_CLEANUP_DUPLICATE_GUARD_RUNBOOK_0.4.5.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\RUNBOOK\🧹 P1D_JOURNAL_CLEANUP_DUPLICATE_GUARD_RUNBOOK_0.4.5.md,9faed6de72efc18535f271846a93a785dbe75df335edd2624a4622a26e78d955,1687,29,01_DOCS/RUNBOOK/🧹 P1D_JOURNAL_CLEANUP_DUPLICATE_GUARD_RUNBOOK_0.4.5.md,FINAL/fusion_inbox_R6/RUNBOOK/🧹 P1D_JOURNAL_CLEANUP_DUPLICATE_GUARD_RUNBOOK_0.4.5.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_RUNBOOK_CANDIDATE
COPIED,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\📈 QAIC\🛠️ MVP QAIC — Crypto Signal OS\01_DOCS\RUNBOOK\🛠️ RUNBOOK_CORRECTION_U2_VALIDATION_STATUS_P1C_0.4.4.md,C:\JRb_TRADING_OS\MVP_QAIC_PY\docs\FINAL\fusion_inbox_R6\RUNBOOK\🛠️ RUNBOOK_CORRECTION_U2_VALIDATION_STATUS_P1C_0.4.4.md,1f38debf5b6e5fef1e36605a49c0d152e2c5edf5a9ca22ca63d0e0fc0a8ad216,638,30,01_DOCS/RUNBOOK/🛠️ RUNBOOK_CORRECTION_U2_VALIDATION_STATUS_P1C_0.4.4.md,FINAL/fusion_inbox_R6/RUNBOOK/🛠️ RUNBOOK_CORRECTION_U2_VALIDATION_STATUS_P1C_0.4.4.md,COPY_LOCAL_FILE_TO_FUSION_INBOX_AFTER_VALIDATION,SELECT_01_DOCS_RUNBOOK_CANDIDATE
