prompt_id,source_path,source_kind,sha12,dup_group,char_count,line_count,has_gem,has_portfolio,has_image,has_review_required,has_usd_reference,has_no_order,has_no_sizing,has_no_auto_apply,has_missing_data,has_blockers,has_schema_rules,has_json_contract,quality_score,risk_score,migration_decision,migration_reason,candidate_extract
PROMPT-97dc39a775f5,05_EXPORTS/P132_R2_PRETTY_JSON_PROMPT_SYNC_20260622_184031/P132_MANIFEST.json,ACTIVE_RUNTIME_OR_SOURCE,97dc39a775f5,3b2bd45949b2,4411,71,True,True,True,True,True,True,True,True,False,False,True,True,92,0,ACTIVE_KEEP,Active-like prompt with acceptable safety coverage.,"""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions & Dev (Trading JRb)\\MVP_QAIC_PY\\05_EXPORTS\\P132_R2_PRETTY_JSON_PROMPT_SYNC_20260622_184031\\P132_GEM_MULTIMODAL_PORTFOLIO_PROMPT.md"", | ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions & Dev (Trading JRb)\\MVP_QAIC_PY\\05_EXPORTS\\P132_R2_PRETTY_JSON_PROMPT_SYNC_20260622_184031\\P132_EXPECTED_GEM_OUTPUT_SCHEMA.json"", | ""gem_multimodal_image_input"
PROMPT-b74222cebfb4,mvp_qaic_py/p152a_prompt_source_binding_for_real_gem.py,ACTIVE_RUNTIME_OR_SOURCE,b74222cebfb4,08a3389f3dd2,13962,348,True,True,True,True,False,True,True,True,False,True,True,True,92,0,ACTIVE_KEEP,Active-like prompt with acceptable safety coverage.,"VERSION = ""MVP_QAIC_P152A_PROMPT_SOURCE_BINDING_FOR_REAL_GEM_1.0.0_SAFE"" | STATUS_READY = ""P152A_PROMPT_SOURCE_BINDING_READY_FOR_REAL_GEM"" | ACTIVE_PROMPT_SOURCE_ID = ""P132_P133_PORTFOLIO_MULTIMODAL_REVIEW"" | ""real_gem_import_executed"": False, | ""auto_apply_gem_response"": False, | ""human_review_required"": True, | blockers: list[str] = [] | ""P152_STOP_WAIT_REAL_GEM_RESPONSE_FILE_READY"", | ""P152_REAL_GEM_RESPONSE_IMPOR"
PROMPT-4f92cc3ec2f6,05_EXPORTS/P159_PROMPT_PATCH_RUNTIME_SMOKE_OR_ROLLBACK_GATE_20260623_150735/P159_RUNTIME_SMOKE_REPORT.json,ACTIVE_RUNTIME_OR_SOURCE,4f92cc3ec2f6,a13fef5805e4,1564,31,True,True,True,False,True,True,True,True,False,True,True,True,90,0,ACTIVE_KEEP,Active-like prompt with acceptable safety coverage.,"""PROMPT_SOURCE_ID"": ""P132_P133_PORTFOLIO_MULTIMODAL_REVIEW"", | ""SOURCE_PROMPT_FILE"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions & Dev (Trading JRb)\\MVP_QAIC_PY\\mvp_qaic_py\\multimodal_gem_image_prompt_usd_contract.py"", | ""NO_ORDER"": true, | ""NO_SIZING"": true, | ""AUTO_APPLY_GEM_RESPONSE"": false, | ""NEXT"": ""P160_REAL_GEM_RESPONSE_SMOKE_WITH_PATCH_OR_RELEASE_SEAL"","
PROMPT-4f92cc3ec2f6,05_EXPORTS/P159_PROMPT_PATCH_RUNTIME_SMOKE_OR_ROLLBACK_GATE_20260623_150735/P159_SUMMARY.json,ACTIVE_RUNTIME_OR_SOURCE,4f92cc3ec2f6,a13fef5805e4,1564,31,True,True,True,False,True,True,True,True,False,True,True,True,90,0,ACTIVE_KEEP,Active-like prompt with acceptable safety coverage.,"""PROMPT_SOURCE_ID"": ""P132_P133_PORTFOLIO_MULTIMODAL_REVIEW"", | ""SOURCE_PROMPT_FILE"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions & Dev (Trading JRb)\\MVP_QAIC_PY\\mvp_qaic_py\\multimodal_gem_image_prompt_usd_contract.py"", | ""NO_ORDER"": true, | ""NO_SIZING"": true, | ""AUTO_APPLY_GEM_RESPONSE"": false, | ""NEXT"": ""P160_REAL_GEM_RESPONSE_SMOKE_WITH_PATCH_OR_RELEASE_SEAL"","
PROMPT-8a9bbcf44e51,05_EXPORTS/P160_REAL_GEM_RESPONSE_SMOKE_WITH_PATCH_OR_RELEASE_SEAL_20260623_153748/P160_REAL_GEM_RESPONSE_SMOKE_WITH_PATCH_REPORT.json,ACTIVE_RUNTIME_OR_SOURCE,8a9bbcf44e51,0bb984fcd9a5,2145,36,True,True,True,False,True,True,True,True,False,True,True,True,90,0,ACTIVE_KEEP,Active-like prompt with acceptable safety coverage.,"""STATUS"": ""OK_P160_REAL_GEM_RESPONSE_SMOKE_WITH_PATCH_RELEASE_SEAL_READY"", | ""P160_STATUS"": ""P160_REAL_GEM_RESPONSE_SMOKE_WITH_PATCH_OK_RELEASE_SEAL_READY"", | ""PROMPT_SOURCE_ID"": ""P132_P133_PORTFOLIO_MULTIMODAL_REVIEW"", | ""SOURCE_P152_DIR"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions & Dev (Trading JRb)\\MVP_QAIC_PY\\05_EXPORTS\\P152_REAL_GEM_RESPONSE_IMPORT_OR_STOP_20260623_142527"", | ""SOURCE_PROMPT_F"
PROMPT-8a9bbcf44e51,05_EXPORTS/P160_REAL_GEM_RESPONSE_SMOKE_WITH_PATCH_OR_RELEASE_SEAL_20260623_153748/P160_SUMMARY.json,ACTIVE_RUNTIME_OR_SOURCE,8a9bbcf44e51,0bb984fcd9a5,2145,36,True,True,True,False,True,True,True,True,False,True,True,True,90,0,ACTIVE_KEEP,Active-like prompt with acceptable safety coverage.,"""STATUS"": ""OK_P160_REAL_GEM_RESPONSE_SMOKE_WITH_PATCH_RELEASE_SEAL_READY"", | ""P160_STATUS"": ""P160_REAL_GEM_RESPONSE_SMOKE_WITH_PATCH_OK_RELEASE_SEAL_READY"", | ""PROMPT_SOURCE_ID"": ""P132_P133_PORTFOLIO_MULTIMODAL_REVIEW"", | ""SOURCE_P152_DIR"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions & Dev (Trading JRb)\\MVP_QAIC_PY\\05_EXPORTS\\P152_REAL_GEM_RESPONSE_IMPORT_OR_STOP_20260623_142527"", | ""SOURCE_PROMPT_F"
PROMPT-93073231b243,mvp_qaic_py/p159_prompt_patch_runtime_smoke_or_rollback_gate.py,ACTIVE_RUNTIME_OR_SOURCE,93073231b243,1d01b4197962,11331,305,True,True,True,False,True,True,True,True,False,True,True,True,90,0,ACTIVE_KEEP,Active-like prompt with acceptable safety coverage.,"PROMPT_SOURCE_REL = Path(""mvp_qaic_py"") / ""multimodal_gem_image_prompt_usd_contract.py"" | ""no_order"", | ""no_sizing"", | ""auto_apply_gem_response"", | ""auto apply gem response"", | ""auto-apply gem response"", | NO_ORDER: bool | NO_SIZING: bool | AUTO_APPLY_GEM_RESPONSE: bool | module = importlib.import_module(""mvp_qaic_py.multimodal_gem_image_prompt_usd_contract"") | blockers: list[str] = [] | blockers.append(""P158_R5_STAT"
PROMPT-00beb2d36b7a,05_EXPORTS/P183_CAPTURE_TO_SESSION_LINK_PROMPT_RUN_WORKFLOW_20260624_100649/P183_CAPTURE_SESSION_WORKFLOW.json,ACTIVE_RUNTIME_OR_SOURCE,00beb2d36b7a,12cedbe3d332,3256,83,True,True,True,True,False,True,True,True,False,True,False,True,84,0,ACTIVE_KEEP,Active-like prompt with acceptable safety coverage.,"""response_dir"": ""C:\\Users\\Julie\\Documents\\JRb-Dev\\MVP_QAIC_PY_WORK_20260623_192901\\00_OPERATOR_EXPORTS\\P181_GEM_RESPONSES"", | ""gem_response_count"": 1, | ""blockers"": [], | ""has_gem"": true, | ""has_portfolio"": true, | ""has_review_required"": true, | ""latest_gem_responses"": [ | ""gem_call_executed"": false, | ""auto_apply_gem_response"": false, | ""recommended_next"": ""P184_REAL_GEM_SESSION_REVIEW_AND_RESPONSE_PARSER"", |"
PROMPT-4b3ca13f23fb,05_EXPORTS/P183_CAPTURE_TO_SESSION_LINK_PROMPT_RUN_WORKFLOW_20260624_100750/P183_CAPTURE_SESSION_WORKFLOW.json,ACTIVE_RUNTIME_OR_SOURCE,4b3ca13f23fb,c23c94c55666,3256,83,True,True,True,True,False,True,True,True,False,True,False,True,84,0,ACTIVE_KEEP,Active-like prompt with acceptable safety coverage.,"""response_dir"": ""C:\\Users\\Julie\\Documents\\JRb-Dev\\MVP_QAIC_PY_WORK_20260623_192901\\00_OPERATOR_EXPORTS\\P181_GEM_RESPONSES"", | ""gem_response_count"": 1, | ""blockers"": [], | ""has_gem"": true, | ""has_portfolio"": true, | ""has_review_required"": true, | ""latest_gem_responses"": [ | ""gem_call_executed"": false, | ""auto_apply_gem_response"": false, | ""recommended_next"": ""P184_REAL_GEM_SESSION_REVIEW_AND_RESPONSE_PARSER"", |"
PROMPT-6cdcc69f2d26,05_EXPORTS/P183_R2_SESSION_HYGIENE_DESKTOP_INI_FILTER_20260624_101338/P183_CAPTURE_SESSION_WORKFLOW.json,ACTIVE_RUNTIME_OR_SOURCE,6cdcc69f2d26,2306e1406031,2994,71,True,True,True,True,False,True,True,True,False,True,False,True,84,0,ACTIVE_KEEP,Active-like prompt with acceptable safety coverage.,"""response_dir"": ""C:\\Users\\Julie\\Documents\\JRb-Dev\\MVP_QAIC_PY_WORK_20260623_192901\\00_OPERATOR_EXPORTS\\P181_GEM_RESPONSES"", | ""gem_response_count"": 0, | ""blockers"": [], | ""has_gem"": true, | ""has_portfolio"": true, | ""has_review_required"": true, | ""latest_gem_responses"": [], | ""gem_call_executed"": false, | ""auto_apply_gem_response"": false, | ""recommended_next"": ""P184_REAL_GEM_SESSION_REVIEW_AND_RESPONSE_PARSER"","
PROMPT-eb3bdf4cfbc9,05_EXPORTS/P183_R2_SESSION_HYGIENE_DESKTOP_INI_FILTER_20260624_101841/P183_CAPTURE_SESSION_WORKFLOW.json,ACTIVE_RUNTIME_OR_SOURCE,eb3bdf4cfbc9,cacd56725b80,2994,71,True,True,True,True,False,True,True,True,False,True,False,True,84,0,ACTIVE_KEEP,Active-like prompt with acceptable safety coverage.,"""response_dir"": ""C:\\Users\\Julie\\Documents\\JRb-Dev\\MVP_QAIC_PY_WORK_20260623_192901\\00_OPERATOR_EXPORTS\\P181_GEM_RESPONSES"", | ""gem_response_count"": 0, | ""blockers"": [], | ""has_gem"": true, | ""has_portfolio"": true, | ""has_review_required"": true, | ""latest_gem_responses"": [], | ""gem_call_executed"": false, | ""auto_apply_gem_response"": false, | ""recommended_next"": ""P184_REAL_GEM_SESSION_REVIEW_AND_RESPONSE_PARSER"","
PROMPT-61cc40dd4a9d,mvp_qaic_py/p183_capture_to_session_link_prompt_run_workflow.py,ACTIVE_RUNTIME_OR_SOURCE,61cc40dd4a9d,00489ee503a6,11453,327,True,True,True,True,False,True,True,True,False,True,False,True,84,0,ACTIVE_KEEP,Active-like prompt with acceptable safety coverage.,"""gem_call_executed"": False, | ""auto_apply_gem_response"": False, | ""response_dir"": root / ""00_OPERATOR_EXPORTS"" / ""P181_GEM_RESPONSES"", | blockers: list[str] = [] | blockers.append(""PROMPT_LIBRARY_NOT_READY"") | blockers.append(""NO_ACTIVE_PROMPT_FOR_SESSION_WORKFLOW"") | workflow_ready = not blockers | ""gem_response_count"": len(responses), | ""blocker_count"": len(blockers), | ""blockers"": blockers, | ""latest_gem_responses"
PROMPT-7c14afaec337,05_EXPORTS/P132_MULTIMODAL_GEM_IMAGE_PROMPT_USD_CONTRACT_20260622_171525/P132_EXPECTED_GEM_OUTPUT_SCHEMA.json,ACTIVE_RUNTIME_OR_SOURCE,7c14afaec337,d20e6a35b05f,4503,220,False,True,True,True,True,True,True,False,True,True,False,True,82,0,ACTIVE_KEEP,Active-like prompt with acceptable safety coverage.,"""human_review_required"": { | ""blockers"": { | ""IMAGE_USED"", | ""REVIEW_REQUIRED"" | ""blockers"" | ""image_used"": { | ""missing_data"": { | ""no_order_no_sizing"": { | ""portfolio"": { | ""reference_currency"": { | ""REVIEW_REQUIRED"", | ""reference_currency"", | ""image_used"", | ""portfolio"", | ""missing_data"", | ""human_review_required"", | ""no_order_no_sizing"""
PROMPT-db34154c383d,05_EXPORTS/P132_MULTIMODAL_GEM_IMAGE_PROMPT_USD_CONTRACT_20260622_171525/P132_CONTRACT.json,ACTIVE_RUNTIME_OR_SOURCE,db34154c383d,22dfc23eebb5,2084,62,True,True,True,True,True,True,False,True,False,False,True,True,80,0,ACTIVE_KEEP,Active-like prompt with acceptable safety coverage.,"""attach Revolut X image directly in GEM"", | ""ask GEM for one final structured portfolio review"", | ""architecture_decision"": ""The Revolut X image is attached directly to the main GEM portfolio prompt. There is no separate preliminary image-reading step."", | ""contract"": ""P132_MULTIMODAL_GEM_IMAGE_PROMPT_USD_CONTRACT"", | ""separate first-pass GEM extraction as mandatory workflow"", | ""invented_portfolio_data"", | ""auto_app"
PROMPT-c0b5f8e25caf,05_EXPORTS/P132_R1_FRENCH_RESPONSE_JSON_STABLE_20260622_175827/P132_CONTRACT.json,ACTIVE_RUNTIME_OR_SOURCE,c0b5f8e25caf,8e98fb245474,2252,66,True,True,True,True,True,True,False,True,False,False,True,True,80,0,ACTIVE_KEEP,Active-like prompt with acceptable safety coverage.,"""attach Revolut X image directly in GEM"", | ""ask GEM for one final structured portfolio review"", | ""architecture_decision"": ""The Revolut X image is attached directly to the main GEM portfolio prompt. There is no separate preliminary image-reading step."", | ""contract"": ""P132_MULTIMODAL_GEM_IMAGE_PROMPT_USD_CONTRACT"", | ""separate first-pass GEM extraction as mandatory workflow"", | ""invented_portfolio_data"", | ""auto_app"
PROMPT-a4697f5c8c8e,05_EXPORTS/P132_R2_PRETTY_JSON_PROMPT_SYNC_20260622_184031/P132_CONTRACT.json,ACTIVE_RUNTIME_OR_SOURCE,a4697f5c8c8e,f39188da1179,2576,74,True,True,True,True,True,True,False,True,False,False,True,True,80,0,ACTIVE_KEEP,Active-like prompt with acceptable safety coverage.,"""attach Revolut X image directly in GEM"", | ""ask GEM for one final structured portfolio review"", | ""architecture_decision"": ""The Revolut X image is attached directly to the main GEM portfolio prompt. There is no separate preliminary image-reading step."", | ""contract"": ""P132_MULTIMODAL_GEM_IMAGE_PROMPT_USD_CONTRACT"", | ""separate first-pass GEM extraction as mandatory workflow"", | ""invented_portfolio_data"", | ""auto_app"
PROMPT-69c61973b126,05_EXPORTS/P132_MULTIMODAL_GEM_IMAGE_PROMPT_USD_CONTRACT_20260622_171525/P132_TODAY_FUNCTIONAL_RUNBOOK.md,ACTIVE_RUNTIME_OR_SOURCE,69c61973b126,47fbddbe0389,804,28,True,True,True,True,True,True,True,False,False,False,False,True,76,0,ACTIVE_KEEP,Active-like prompt with acceptable safety coverage.,"Get a functional real GEM test today without another pre-extraction step. | 1. Open `P132_GEM_MULTIMODAL_PORTFOLIO_PROMPT.md`. | 2. Attach the Revolut X screenshot/image directly in GEM. | 4. Ask GEM to answer only with the required JSON. | 5. Save GEM response for P133. | - `image_used=true` | - `image_usage_evidence.status=""IMAGE_USED""` | - `reference_currency=""USD""` | - `human_review_required=true` | - `no_order_n"
PROMPT-1fbfc4da4c60,05_EXPORTS/P104_WEBAPP_UI_PROMPT_BENCHMARK_DATA_PACK_20260622_102228/P104_WEBAPP_UI_PROMPT_BENCHMARK_DATA_PACK_REPORT.md,HISTORICAL,1fbfc4da4c60,ce5b8c370469,771,37,False,True,True,False,False,True,False,False,False,True,True,False,48,5,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,"Generate a WebApp-ready UI/data contract for public prompt benchmark, portfolio-on-demand input modes, lexique/method context cards, benchmark score cards, missing data, blockers, and human review output. | - /portfolio-review | ## Portfolio input modes | - NO_ORDER"
PROMPT-203b7e858b2f,05_EXPORTS/P122_GEM_LOOP_OPERATOR_HANDOFF_STOP_PACK_20260622_145420/P122_DAILY_GEM_LOOP_RUNBOOK.md,HISTORICAL,203b7e858b2f,05f8d57676a7,714,21,True,True,True,True,False,False,False,False,False,True,False,False,48,15,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,# P122 Daily GEM Loop Runbook | 1. Prepare `portfolio_input.txt` locally. | 3. Copy the prompt manually into GEM. | 4. Paste GEM response into `gem_response.txt`. | 7. Read blockers and missing data before any decision. | - `BLOCKED`: do not continue until blockers are resolved manually. | - `REVIEW_REQUIRED`: missing data or manual verification still needed.
PROMPT-320e32a5ba0b,05_EXPORTS/P131_REAL_IMAGE_TRANSCRIPTION_OPERATOR_TEST_20260622_165234/P131_OPERATOR_TEST_GUIDE.md,HISTORICAL,320e32a5ba0b,422615eae7a1,1228,35,True,True,True,True,False,False,False,False,False,True,False,False,48,15,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,"1. Put the real portfolio screenshot/image in `P131_REAL_IMAGE_INBOX`. | 5. Continue only if P130 returns `E2E_READY_FOR_GEM_COPY_PASTE`. | If P130 returns `E2E_BLOCKED_REVIEW_REQUIRED`, resolve blockers before GEM. | No invented portfolio data."
PROMPT-4b8aed7cf8d2,05_EXPORTS/P124_LOCAL_INPUT_HELPER_REAL_GEM_TEST_20260622_153328/gem_response.txt,HISTORICAL,4b8aed7cf8d2,d59962085e9b,354,19,True,False,False,False,False,True,True,True,False,False,False,True,46,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,# GEM response paste area | Paste the GEM response here after running the prompt manually. | Do not ask GEM to execute orders. | NO_AUTO_APPLY_GEM_RESPONSE | NO_ORDER | NO_SIZING
PROMPT-734339a7ea66,05_EXPORTS/P136C_R1_TEST_IMPORT_FIX_20260622_211016/P136_STITCH_UI_LOGIC_SPEC.json,REFERENCE_AUDIT,734339a7ea66,26bc05881e2a,2480,81,True,False,False,False,False,True,True,True,False,False,False,True,46,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,"""selected_gem_id"": ""GEM_GENERAL_REVIEW"", | ""design_intent"": ""Cockpit opérateur clair pour prompt GEM, réponse GEM réelle, gate P133 et corrections prompts."", | ""goal"": ""Préparer le prompt, choisir le GEM actif, copier vers GEM et suivre les garde-fous."", | ""active_gem_select"", | ""gemini_open_button"", | ""title"": ""Réponse GEM"", | ""goal"": ""Coller et sauvegarder localement une réponse GEM réelle."", | ""no_order"", | ""no_si"
PROMPT-c4acbacd488a,05_EXPORTS/P136C_R1_TEST_IMPORT_FIX_20260622_211016/P136_STITCH_UI_LOGIC_SPEC.md,REFERENCE_AUDIT,c4acbacd488a,0536583f52d5,1726,72,True,False,False,False,False,True,True,True,False,False,False,True,46,0,ARCHIVE_LEGACY,Too many mandatory prompt contract fields are missing.,"Selected GEM: `GEM_GENERAL_REVIEW` | Préparer le prompt, choisir le GEM actif, copier vers GEM et suivre les garde-fous. | - `active_gem_select` | - `gemini_open_button` | ### response_import — Réponse GEM | Coller et sauvegarder localement une réponse GEM réelle. | - `no_order` | - `no_sizing`"
