priority_rank,category,migration_decision,source_area,path,suffix,suggested_python_target,safety_boundary,reason
1,PROMPT_GEM_RUNTIME,MIGRATE_OR_KEEP_IN_PYTHON_PRIORITY_1,data_or_export,05_EXPORTS/P112_GEM_PORTFOLIO_PROMPT_USUAL_MODULE_20260622_120413/P112_GEM_PORTFOLIO_PROMPT_MODULE_CONTRACT.json,.json,mvp_qaic_py.gem_prompt_runtime,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Prompt/GEM runtime is the first migration priority for usable portfolio tests.
1,PROMPT_GEM_RUNTIME,MIGRATE_OR_KEEP_IN_PYTHON_PRIORITY_1,documentation,05_EXPORTS/P112_GEM_PORTFOLIO_PROMPT_USUAL_MODULE_20260622_120413/P112_GEM_PORTFOLIO_PROMPT_MODULE_REPORT.md,.md,mvp_qaic_py.gem_prompt_runtime,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Prompt/GEM runtime is the first migration priority for usable portfolio tests.
1,PROMPT_GEM_RUNTIME,MIGRATE_OR_KEEP_IN_PYTHON_PRIORITY_1,data_or_export,05_EXPORTS/P112_GEM_PORTFOLIO_PROMPT_USUAL_MODULE_20260622_120413/P112_GEM_PORTFOLIO_PROMPT_PAYLOAD_SAMPLE.json,.json,mvp_qaic_py.gem_prompt_runtime,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Prompt/GEM runtime is the first migration priority for usable portfolio tests.
1,PROMPT_GEM_RUNTIME,MIGRATE_OR_KEEP_IN_PYTHON_PRIORITY_1,data_or_export,05_EXPORTS/P112_GEM_PORTFOLIO_PROMPT_USUAL_MODULE_20260622_120413/P112_GEM_PORTFOLIO_PROMPT_SUMMARY.json,.json,mvp_qaic_py.gem_prompt_runtime,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Prompt/GEM runtime is the first migration priority for usable portfolio tests.
1,PROMPT_GEM_RUNTIME,MIGRATE_OR_KEEP_IN_PYTHON_PRIORITY_1,documentation,05_EXPORTS/P112_GEM_PORTFOLIO_PROMPT_USUAL_MODULE_20260622_120413/P112_GEM_READY_PORTFOLIO_PROMPT.md,.md,mvp_qaic_py.gem_prompt_runtime,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Prompt/GEM runtime is the first migration priority for usable portfolio tests.
1,PROMPT_GEM_RUNTIME,MIGRATE_OR_KEEP_IN_PYTHON_PRIORITY_1,data_or_export,05_EXPORTS/P114_GEM_PROMPT_RUNNER_PACK_COPY_PASTE_AND_JSON_CONTRACT_20260622_124512/P114_EXPECTED_GEM_OUTPUT_SCHEMA.json,.json,mvp_qaic_py.gem_prompt_runtime,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Prompt/GEM runtime is the first migration priority for usable portfolio tests.
1,PROMPT_GEM_RUNTIME,MIGRATE_OR_KEEP_IN_PYTHON_PRIORITY_1,documentation,05_EXPORTS/P114_GEM_PROMPT_RUNNER_PACK_COPY_PASTE_AND_JSON_CONTRACT_20260622_124512/P114_GEM_PROMPT_COPY_PASTE.md,.md,mvp_qaic_py.gem_prompt_runtime,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Prompt/GEM runtime is the first migration priority for usable portfolio tests.
1,PROMPT_GEM_RUNTIME,MIGRATE_OR_KEEP_IN_PYTHON_PRIORITY_1,data_or_export,05_EXPORTS/P114_GEM_PROMPT_RUNNER_PACK_COPY_PASTE_AND_JSON_CONTRACT_20260622_124512/P114_GEM_RUNNER_PAYLOAD_SAMPLE.json,.json,mvp_qaic_py.gem_prompt_runtime,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Prompt/GEM runtime is the first migration priority for usable portfolio tests.
1,PROMPT_GEM_RUNTIME,MIGRATE_OR_KEEP_IN_PYTHON_PRIORITY_1,data_or_export,05_EXPORTS/P114_GEM_PROMPT_RUNNER_PACK_COPY_PASTE_AND_JSON_CONTRACT_20260622_124512/P114_RUNNER_CONTRACT.json,.json,mvp_qaic_py.gem_prompt_runtime,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Prompt/GEM runtime is the first migration priority for usable portfolio tests.
1,PROMPT_GEM_RUNTIME,MIGRATE_OR_KEEP_IN_PYTHON_PRIORITY_1,documentation,05_EXPORTS/P114_GEM_PROMPT_RUNNER_PACK_COPY_PASTE_AND_JSON_CONTRACT_20260622_124512/P114_RUNNER_REPORT.md,.md,mvp_qaic_py.gem_prompt_runtime,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Prompt/GEM runtime is the first migration priority for usable portfolio tests.
1,PROMPT_GEM_RUNTIME,MIGRATE_OR_KEEP_IN_PYTHON_PRIORITY_1,documentation,05_EXPORTS/P115_MODULE_MIGRATION_INVENTORY_APPS_SCRIPT_TO_PYTHON_20260622_130037/P115_RUNNER_REPORT.md,.md,mvp_qaic_py.gem_prompt_runtime,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Prompt/GEM runtime is the first migration priority for usable portfolio tests.
1,PROMPT_GEM_RUNTIME,MIGRATE_OR_KEEP_IN_PYTHON_PRIORITY_1,python,mvp_qaic_py/gem_portfolio_prompt_module.py,.py,mvp_qaic_py.gem_prompt_runtime,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Prompt/GEM runtime is the first migration priority for usable portfolio tests.
1,PROMPT_GEM_RUNTIME,MIGRATE_OR_KEEP_IN_PYTHON_PRIORITY_1,python,mvp_qaic_py/gem_prompt_runner_pack.py,.py,mvp_qaic_py.gem_prompt_runtime,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Prompt/GEM runtime is the first migration priority for usable portfolio tests.
1,PROMPT_GEM_RUNTIME,MIGRATE_OR_KEEP_IN_PYTHON_PRIORITY_1,python,mvp_qaic_py/lexique_method_prompt_context.py,.py,mvp_qaic_py.gem_prompt_runtime,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Prompt/GEM runtime is the first migration priority for usable portfolio tests.
1,PROMPT_GEM_RUNTIME,MIGRATE_OR_KEEP_IN_PYTHON_PRIORITY_1,python,mvp_qaic_py/prompt_webapp_benchmark_public.py,.py,mvp_qaic_py.gem_prompt_runtime,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Prompt/GEM runtime is the first migration priority for usable portfolio tests.
1,PROMPT_GEM_RUNTIME,MIGRATE_OR_KEEP_IN_PYTHON_PRIORITY_1,python,mvp_qaic_py/webapp_prompt_benchmark_pack.py,.py,mvp_qaic_py.gem_prompt_runtime,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Prompt/GEM runtime is the first migration priority for usable portfolio tests.
1,PROMPT_GEM_RUNTIME,MIGRATE_OR_KEEP_IN_PYTHON_PRIORITY_1,python,qaic_core/runner/__init__.py,.py,mvp_qaic_py.gem_prompt_runtime,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Prompt/GEM runtime is the first migration priority for usable portfolio tests.
1,PROMPT_GEM_RUNTIME,MIGRATE_OR_KEEP_IN_PYTHON_PRIORITY_1,python,qaic_core/runner/cli.py,.py,mvp_qaic_py.gem_prompt_runtime,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Prompt/GEM runtime is the first migration priority for usable portfolio tests.
1,PROMPT_GEM_RUNTIME,MIGRATE_OR_KEEP_IN_PYTHON_PRIORITY_1,python,qaic_core/runner/local_mvp.py,.py,mvp_qaic_py.gem_prompt_runtime,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Prompt/GEM runtime is the first migration priority for usable portfolio tests.
1,PROMPT_GEM_RUNTIME,MIGRATE_OR_KEEP_IN_PYTHON_PRIORITY_1,python,tests/test_gem_portfolio_prompt_module_p112.py,.py,mvp_qaic_py.gem_prompt_runtime,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Prompt/GEM runtime is the first migration priority for usable portfolio tests.
1,PROMPT_GEM_RUNTIME,MIGRATE_OR_KEEP_IN_PYTHON_PRIORITY_1,python,tests/test_gem_prompt_runner_pack_p114.py,.py,mvp_qaic_py.gem_prompt_runtime,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Prompt/GEM runtime is the first migration priority for usable portfolio tests.
1,PROMPT_GEM_RUNTIME,MIGRATE_OR_KEEP_IN_PYTHON_PRIORITY_1,python,tests/test_lexique_method_prompt_context_p105.py,.py,mvp_qaic_py.gem_prompt_runtime,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Prompt/GEM runtime is the first migration priority for usable portfolio tests.
1,PROMPT_GEM_RUNTIME,MIGRATE_OR_KEEP_IN_PYTHON_PRIORITY_1,python,tests/test_local_mvp_runner.py,.py,mvp_qaic_py.gem_prompt_runtime,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Prompt/GEM runtime is the first migration priority for usable portfolio tests.
1,PROMPT_GEM_RUNTIME,MIGRATE_OR_KEEP_IN_PYTHON_PRIORITY_1,python,tests/test_local_mvp_runner_cli.py,.py,mvp_qaic_py.gem_prompt_runtime,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Prompt/GEM runtime is the first migration priority for usable portfolio tests.
1,PROMPT_GEM_RUNTIME,MIGRATE_OR_KEEP_IN_PYTHON_PRIORITY_1,python,tests/test_prompt_webapp_benchmark_public_p103.py,.py,mvp_qaic_py.gem_prompt_runtime,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Prompt/GEM runtime is the first migration priority for usable portfolio tests.
1,PROMPT_GEM_RUNTIME,MIGRATE_OR_KEEP_IN_PYTHON_PRIORITY_1,python,tests/test_webapp_prompt_benchmark_pack_p104.py,.py,mvp_qaic_py.gem_prompt_runtime,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Prompt/GEM runtime is the first migration priority for usable portfolio tests.
2,PORTFOLIO_INPUT_NORMALIZER,KEEP_AND_HARDEN_IN_PYTHON,documentation,05_EXPORTS/P113_PORTFOLIO_INPUT_NORMALIZER_IMAGE_REVIEW_20260622_121912/P113_PORTFOLIO_IMAGE_REVIEW_CHECKLIST.md,.md,mvp_qaic_py.portfolio_input_normalizer,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Portfolio input normalization should stay MVP-safe in Python.
2,PORTFOLIO_INPUT_NORMALIZER,KEEP_AND_HARDEN_IN_PYTHON,data_or_export,05_EXPORTS/P113_PORTFOLIO_INPUT_NORMALIZER_IMAGE_REVIEW_20260622_121912/P113_PORTFOLIO_IMAGE_REVIEW_WORKFLOW_SAMPLE.json,.json,mvp_qaic_py.portfolio_input_normalizer,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Portfolio input normalization should stay MVP-safe in Python.
2,PORTFOLIO_INPUT_NORMALIZER,KEEP_AND_HARDEN_IN_PYTHON,data_or_export,05_EXPORTS/P113_PORTFOLIO_INPUT_NORMALIZER_IMAGE_REVIEW_20260622_121912/P113_PORTFOLIO_INPUT_NORMALIZER_CONTRACT.json,.json,mvp_qaic_py.portfolio_input_normalizer,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Portfolio input normalization should stay MVP-safe in Python.
2,PORTFOLIO_INPUT_NORMALIZER,KEEP_AND_HARDEN_IN_PYTHON,documentation,05_EXPORTS/P113_PORTFOLIO_INPUT_NORMALIZER_IMAGE_REVIEW_20260622_121912/P113_PORTFOLIO_INPUT_NORMALIZER_REPORT.md,.md,mvp_qaic_py.portfolio_input_normalizer,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Portfolio input normalization should stay MVP-safe in Python.
2,PORTFOLIO_INPUT_NORMALIZER,KEEP_AND_HARDEN_IN_PYTHON,data_or_export,05_EXPORTS/P113_PORTFOLIO_INPUT_NORMALIZER_IMAGE_REVIEW_20260622_121912/P113_PORTFOLIO_PASTED_TEXT_DRAFT_SAMPLE.json,.json,mvp_qaic_py.portfolio_input_normalizer,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Portfolio input normalization should stay MVP-safe in Python.
2,PORTFOLIO_INPUT_NORMALIZER,KEEP_AND_HARDEN_IN_PYTHON,python,mvp_qaic_py/portfolio_input_normalizer.py,.py,mvp_qaic_py.portfolio_input_normalizer,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Portfolio input normalization should stay MVP-safe in Python.
2,PORTFOLIO_INPUT_NORMALIZER,KEEP_AND_HARDEN_IN_PYTHON,python,tests/test_portfolio_input_normalizer_p113.py,.py,mvp_qaic_py.portfolio_input_normalizer,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Portfolio input normalization should stay MVP-safe in Python.
3,BENCHMARK_PROMPT_QUALITY,MIGRATE_TO_PYTHON_AFTER_PROMPT_RUNTIME,documentation,MVP_QAIC_PY_BENCHMARK_LAYER/docs/P59C_DEV_INTENT.md,.md,mvp_qaic_py.benchmark_prompt_quality,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Benchmark and prompt quality logic belongs in local Python tests and exports.
3,BENCHMARK_PROMPT_QUALITY,MIGRATE_TO_PYTHON_AFTER_PROMPT_RUNTIME,python,MVP_QAIC_PY_BENCHMARK_LAYER/qaic_core/__init__.py,.py,mvp_qaic_py.benchmark_prompt_quality,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Benchmark and prompt quality logic belongs in local Python tests and exports.
3,BENCHMARK_PROMPT_QUALITY,MIGRATE_TO_PYTHON_AFTER_PROMPT_RUNTIME,python,MVP_QAIC_PY_BENCHMARK_LAYER/qaic_core/benchmark/__init__.py,.py,mvp_qaic_py.benchmark_prompt_quality,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Benchmark and prompt quality logic belongs in local Python tests and exports.
3,BENCHMARK_PROMPT_QUALITY,MIGRATE_TO_PYTHON_AFTER_PROMPT_RUNTIME,python,MVP_QAIC_PY_BENCHMARK_LAYER/qaic_core/benchmark/ai_trade_benchmark_cli.py,.py,mvp_qaic_py.benchmark_prompt_quality,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Benchmark and prompt quality logic belongs in local Python tests and exports.
3,BENCHMARK_PROMPT_QUALITY,MIGRATE_TO_PYTHON_AFTER_PROMPT_RUNTIME,python,MVP_QAIC_PY_BENCHMARK_LAYER/qaic_core/benchmark/ai_trade_benchmark_model.py,.py,mvp_qaic_py.benchmark_prompt_quality,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Benchmark and prompt quality logic belongs in local Python tests and exports.
3,BENCHMARK_PROMPT_QUALITY,MIGRATE_TO_PYTHON_AFTER_PROMPT_RUNTIME,python,MVP_QAIC_PY_BENCHMARK_LAYER/qaic_core/benchmark/ai_trade_benchmark_scoring.py,.py,mvp_qaic_py.benchmark_prompt_quality,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Benchmark and prompt quality logic belongs in local Python tests and exports.
3,BENCHMARK_PROMPT_QUALITY,MIGRATE_TO_PYTHON_AFTER_PROMPT_RUNTIME,python,MVP_QAIC_PY_BENCHMARK_LAYER/qaic_core/benchmark/ai_trade_benchmark_seed.py,.py,mvp_qaic_py.benchmark_prompt_quality,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Benchmark and prompt quality logic belongs in local Python tests and exports.
3,BENCHMARK_PROMPT_QUALITY,MIGRATE_TO_PYTHON_AFTER_PROMPT_RUNTIME,python,MVP_QAIC_PY_BENCHMARK_LAYER/qaic_core/benchmark/ai_trade_benchmark_sheets.py,.py,mvp_qaic_py.benchmark_prompt_quality,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Benchmark and prompt quality logic belongs in local Python tests and exports.
3,BENCHMARK_PROMPT_QUALITY,MIGRATE_TO_PYTHON_AFTER_PROMPT_RUNTIME,documentation,MVP_QAIC_PY_BENCHMARK_LAYER/README.md,.md,mvp_qaic_py.benchmark_prompt_quality,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Benchmark and prompt quality logic belongs in local Python tests and exports.
3,BENCHMARK_PROMPT_QUALITY,MIGRATE_TO_PYTHON_AFTER_PROMPT_RUNTIME,python,MVP_QAIC_PY_BENCHMARK_LAYER/tests/test_ai_trade_benchmark_cli.py,.py,mvp_qaic_py.benchmark_prompt_quality,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Benchmark and prompt quality logic belongs in local Python tests and exports.
3,BENCHMARK_PROMPT_QUALITY,MIGRATE_TO_PYTHON_AFTER_PROMPT_RUNTIME,python,MVP_QAIC_PY_BENCHMARK_LAYER/tests/test_ai_trade_benchmark_model.py,.py,mvp_qaic_py.benchmark_prompt_quality,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Benchmark and prompt quality logic belongs in local Python tests and exports.
3,BENCHMARK_PROMPT_QUALITY,MIGRATE_TO_PYTHON_AFTER_PROMPT_RUNTIME,python,MVP_QAIC_PY_BENCHMARK_LAYER/tests/test_ai_trade_benchmark_one_tab_sheet_contract.py,.py,mvp_qaic_py.benchmark_prompt_quality,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Benchmark and prompt quality logic belongs in local Python tests and exports.
3,BENCHMARK_PROMPT_QUALITY,MIGRATE_TO_PYTHON_AFTER_PROMPT_RUNTIME,python,MVP_QAIC_PY_BENCHMARK_LAYER/tests/test_ai_trade_benchmark_scoring.py,.py,mvp_qaic_py.benchmark_prompt_quality,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Benchmark and prompt quality logic belongs in local Python tests and exports.
3,BENCHMARK_PROMPT_QUALITY,MIGRATE_TO_PYTHON_AFTER_PROMPT_RUNTIME,python,qaic_core/benchmark/__init__.py,.py,mvp_qaic_py.benchmark_prompt_quality,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Benchmark and prompt quality logic belongs in local Python tests and exports.
3,BENCHMARK_PROMPT_QUALITY,MIGRATE_TO_PYTHON_AFTER_PROMPT_RUNTIME,python,qaic_core/benchmark/ai_trade_benchmark_cli.py,.py,mvp_qaic_py.benchmark_prompt_quality,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Benchmark and prompt quality logic belongs in local Python tests and exports.
3,BENCHMARK_PROMPT_QUALITY,MIGRATE_TO_PYTHON_AFTER_PROMPT_RUNTIME,python,qaic_core/benchmark/ai_trade_benchmark_export.py,.py,mvp_qaic_py.benchmark_prompt_quality,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Benchmark and prompt quality logic belongs in local Python tests and exports.
3,BENCHMARK_PROMPT_QUALITY,MIGRATE_TO_PYTHON_AFTER_PROMPT_RUNTIME,python,qaic_core/benchmark/ai_trade_benchmark_model.py,.py,mvp_qaic_py.benchmark_prompt_quality,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Benchmark and prompt quality logic belongs in local Python tests and exports.
3,BENCHMARK_PROMPT_QUALITY,MIGRATE_TO_PYTHON_AFTER_PROMPT_RUNTIME,python,qaic_core/benchmark/ai_trade_benchmark_scoring.py,.py,mvp_qaic_py.benchmark_prompt_quality,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Benchmark and prompt quality logic belongs in local Python tests and exports.
3,BENCHMARK_PROMPT_QUALITY,MIGRATE_TO_PYTHON_AFTER_PROMPT_RUNTIME,python,qaic_core/benchmark/ai_trade_benchmark_seed.py,.py,mvp_qaic_py.benchmark_prompt_quality,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Benchmark and prompt quality logic belongs in local Python tests and exports.
3,BENCHMARK_PROMPT_QUALITY,MIGRATE_TO_PYTHON_AFTER_PROMPT_RUNTIME,python,qaic_core/benchmark/ai_trade_benchmark_sheets.py,.py,mvp_qaic_py.benchmark_prompt_quality,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Benchmark and prompt quality logic belongs in local Python tests and exports.
3,BENCHMARK_PROMPT_QUALITY,MIGRATE_TO_PYTHON_AFTER_PROMPT_RUNTIME,python,tests/test_ai_trade_benchmark_cli.py,.py,mvp_qaic_py.benchmark_prompt_quality,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Benchmark and prompt quality logic belongs in local Python tests and exports.
3,BENCHMARK_PROMPT_QUALITY,MIGRATE_TO_PYTHON_AFTER_PROMPT_RUNTIME,python,tests/test_ai_trade_benchmark_cli_apply_gate.py,.py,mvp_qaic_py.benchmark_prompt_quality,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Benchmark and prompt quality logic belongs in local Python tests and exports.
3,BENCHMARK_PROMPT_QUALITY,MIGRATE_TO_PYTHON_AFTER_PROMPT_RUNTIME,python,tests/test_ai_trade_benchmark_cli_export_integration.py,.py,mvp_qaic_py.benchmark_prompt_quality,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Benchmark and prompt quality logic belongs in local Python tests and exports.
3,BENCHMARK_PROMPT_QUALITY,MIGRATE_TO_PYTHON_AFTER_PROMPT_RUNTIME,python,tests/test_ai_trade_benchmark_export_report.py,.py,mvp_qaic_py.benchmark_prompt_quality,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Benchmark and prompt quality logic belongs in local Python tests and exports.
3,BENCHMARK_PROMPT_QUALITY,MIGRATE_TO_PYTHON_AFTER_PROMPT_RUNTIME,python,tests/test_ai_trade_benchmark_model.py,.py,mvp_qaic_py.benchmark_prompt_quality,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Benchmark and prompt quality logic belongs in local Python tests and exports.
3,BENCHMARK_PROMPT_QUALITY,MIGRATE_TO_PYTHON_AFTER_PROMPT_RUNTIME,python,tests/test_ai_trade_benchmark_one_tab_sheet_contract.py,.py,mvp_qaic_py.benchmark_prompt_quality,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Benchmark and prompt quality logic belongs in local Python tests and exports.
3,BENCHMARK_PROMPT_QUALITY,MIGRATE_TO_PYTHON_AFTER_PROMPT_RUNTIME,python,tests/test_ai_trade_benchmark_scoring.py,.py,mvp_qaic_py.benchmark_prompt_quality,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Benchmark and prompt quality logic belongs in local Python tests and exports.
3,BENCHMARK_PROMPT_QUALITY,MIGRATE_TO_PYTHON_AFTER_PROMPT_RUNTIME,python,tests/test_ai_trade_benchmark_sheets_apply_gate.py,.py,mvp_qaic_py.benchmark_prompt_quality,MVP_PUBLIC_HUMAN_REVIEW_ONLY,Benchmark and prompt quality logic belongs in local Python tests and exports.
4,WEBAPP_DATA_PACKS,MIGRATE_DATA_PACK_GENERATION_TO_PYTHON,documentation,05_EXPORTS/P078C_P2_DATA_CONTRACTS_ROBUST_REBUILD_READONLY_20260620_190958/CONTRACT_DRAFTS_READONLY/P078C_DRAFT_CONTRACT_runtime_metadata.md,.md,mvp_qaic_py.webapp_data_packs,MVP_PUBLIC_HUMAN_REVIEW_ONLY,WebApp static data packs can be generated in Python without touching Apps Script live.
4,WEBAPP_DATA_PACKS,MIGRATE_DATA_PACK_GENERATION_TO_PYTHON,documentation,05_EXPORTS/P078C_P2_DATA_CONTRACTS_ROBUST_REBUILD_READONLY_20260620_190958/CONTRACT_DRAFTS_READONLY/P078C_DRAFT_CONTRACT_webapp_ui.md,.md,mvp_qaic_py.webapp_data_packs,MVP_PUBLIC_HUMAN_REVIEW_ONLY,WebApp static data packs can be generated in Python without touching Apps Script live.
