candidate_id,source_path,classification,score,decision,sha12,size_chars_sampled,contains_no_broker,contains_no_order,contains_no_sizing,contains_usd,contains_json
PROMPT_0212_b02d8c2ffcc2,05_EXPORTS/P135B_R3_NICEGUI_UI_RENDER_POLISH_MARKER_FIX_20260622_202343/P134_NICEGUI_PROMPT_COCKPIT_CONTRACT.json,PROMPT_EXPORT_REFERENCE,100,MERGE_INTO_MASTER_REVIEW,6866fbe95a6c,6000,True,True,True,True,True
PROMPT_0216_4438b19fab2f,05_EXPORTS/P135_R2_NICEGUI_OPERATOR_POLISH_COMPAT_FIX_20260622_195252/P134_NICEGUI_PROMPT_COCKPIT_CONTRACT.json,PROMPT_EXPORT_REFERENCE,100,MERGE_INTO_MASTER_REVIEW,05424ca026e2,6000,True,True,True,True,True
PROMPT_0225_ea170847aa59,05_EXPORTS/P137_R1_RUFF_IMPORT_FIX_20260622_214321/P137_CORRECTED_GEM_PROMPT.md,PROMPT_EXPORT_REFERENCE,100,MERGE_INTO_MASTER_REVIEW,99e5efab46ca,4287,True,True,True,True,True
PROMPT_0432_95e0258abd8b,mvp_qaic_py/p137_prompt_corrections_apply_queue.py,PROMPT_SOURCE_CANDIDATE,100,MERGE_INTO_MASTER_REVIEW,bd2209d565ff,6000,True,True,True,True,True
PROMPT_0462_0fb4dfe3ef53,mvp_qaic_py/p197_prompt_master_from_historical_audit_and_regression_maxi.py,PROMPT_SOURCE_CANDIDATE,100,MERGE_INTO_MASTER_REVIEW,0ed0a498b18c,6000,True,True,True,True,True
PROMPT_0187_07f98974bd12,05_EXPORTS/P132_R1_FRENCH_RESPONSE_JSON_STABLE_20260622_175827/P132_GEM_MULTIMODAL_PORTFOLIO_PROMPT.md,PROMPT_EXPORT_REFERENCE,99,MERGE_INTO_MASTER_REVIEW,597dcb1a56fc,6000,True,True,True,True,True
PROMPT_0192_28ba33864f7d,05_EXPORTS/P132_R2_PRETTY_JSON_PROMPT_SYNC_20260622_184031/P132_GEM_MULTIMODAL_PORTFOLIO_PROMPT.md,PROMPT_EXPORT_REFERENCE,99,MERGE_INTO_MASTER_REVIEW,30cdea6094f8,6000,True,True,True,True,True
PROMPT_0205_49bb326afa9d,05_EXPORTS/P134A_NICEGUI_ROOT_PAGE_LAUNCH_FIX_20260622_193558/P134_LATEST_P132_PROMPT_COPY.md,PROMPT_EXPORT_REFERENCE,99,MERGE_INTO_MASTER_REVIEW,497e0ecd2dd8,5000,True,True,True,True,True
PROMPT_0208_294e9ba96652,05_EXPORTS/P134_NICEGUI_PROMPT_COCKPIT_LOCAL_PRIVATE_20260622_190757/P134_LATEST_P132_PROMPT_COPY.md,PROMPT_EXPORT_REFERENCE,99,MERGE_INTO_MASTER_REVIEW,497e0ecd2dd8,5000,True,True,True,True,True
PROMPT_0211_6079938a214b,05_EXPORTS/P135B_R3_NICEGUI_UI_RENDER_POLISH_MARKER_FIX_20260622_202343/P134_LATEST_P132_PROMPT_COPY.md,PROMPT_EXPORT_REFERENCE,99,MERGE_INTO_MASTER_REVIEW,497e0ecd2dd8,5000,True,True,True,True,True
PROMPT_0215_caefbe0b2a5f,05_EXPORTS/P135_R2_NICEGUI_OPERATOR_POLISH_COMPAT_FIX_20260622_195252/P134_LATEST_P132_PROMPT_COPY.md,PROMPT_EXPORT_REFERENCE,99,MERGE_INTO_MASTER_REVIEW,497e0ecd2dd8,5000,True,True,True,True,True
PROMPT_0184_3134fa3a2484,05_EXPORTS/P132_MULTIMODAL_GEM_IMAGE_PROMPT_USD_CONTRACT_20260622_171525/P132_RESPONSE_IMAGE_USAGE_GATE_CHECKLIST.csv,ACTIVE_RUNTIME_PROMPT,96,MASTER_BASE_CANDIDATE,c5014e02ef5d,779,False,False,False,True,True
PROMPT_0185_00f36b09db18,05_EXPORTS/P132_MULTIMODAL_GEM_IMAGE_PROMPT_USD_CONTRACT_20260622_171525/P132_TODAY_FUNCTIONAL_RUNBOOK.md,ACTIVE_RUNTIME_PROMPT,96,MASTER_BASE_CANDIDATE,55a66583b38d,776,False,False,False,True,True
PROMPT_0228_bcce20251612,05_EXPORTS/P137_R1_RUFF_IMPORT_FIX_20260622_214321/P137_PROMPT_CORRECTIONS_APPLY_PAYLOAD.json,PROMPT_EXPORT_REFERENCE,93,MERGE_INTO_MASTER_REVIEW,4fc671c43c60,6000,False,True,True,True,True
PROMPT_0178_4eb29a006b14,05_EXPORTS/P132_MULTIMODAL_GEM_IMAGE_PROMPT_USD_CONTRACT_20260622_171525/P132_EXPECTED_GEM_OUTPUT_SCHEMA.json,ACTIVE_RUNTIME_PROMPT,90,MASTER_BASE_CANDIDATE,f576ba3a9210,4283,False,False,False,True,False
PROMPT_0183_c3503f40ed66,05_EXPORTS/P132_MULTIMODAL_GEM_IMAGE_PROMPT_USD_CONTRACT_20260622_171525/P132_REFERENCE_PROMPTS_CORRECTION_PLAN.md,ACTIVE_RUNTIME_PROMPT,89,MASTER_BASE_CANDIDATE,fc7d2e897f44,1166,False,False,False,True,True
PROMPT_0321_6925d0a1b4f8,05_EXPORTS/P164_HISTORICAL_PROMPT_AUDIT_REFERENCE_REBUILD_20260623_165825/P164_REFERENCE_PROMPT_CANDIDATE_V1.md,HISTORICAL_AUDIT_PROMPT,88,MERGE_INTO_MASTER_REVIEW,8aa55b3ba447,2623,False,False,False,True,True
PROMPT_0453_6e3748536a8e,mvp_qaic_py/p182_prompt_history_library_version_studio.py,PROMPT_LIBRARY_REFERENCE,88,MERGE_INTO_MASTER_REVIEW,6bbefd353d98,6000,False,False,False,True,True
PROMPT_0456_ffa5db9eef06,mvp_qaic_py/p189h_historical_prompt_quality_audit.py,HISTORICAL_AUDIT_PROMPT,81,MERGE_INTO_MASTER_REVIEW,b59dc0283de2,6000,False,False,False,True,True
PROMPT_0373_71146b5d1ab5,05_EXPORTS/P189H_HISTORICAL_PROMPT_QUALITY_AUDIT_20260624_110651/P189H_REPORT.md,HISTORICAL_AUDIT_PROMPT,80,MERGE_INTO_MASTER_REVIEW,e6199bbd2d23,3720,True,True,True,False,True
PROMPT_0194_203a0e788336,05_EXPORTS/P132_R2_PRETTY_JSON_PROMPT_SYNC_20260622_184031/P132_MANIFEST.json,PROMPT_EXPORT_REFERENCE,80,MERGE_INTO_MASTER_REVIEW,86d27870af65,4340,False,False,False,True,True
PROMPT_0180_3d0e2c5ab134,05_EXPORTS/P132_MULTIMODAL_GEM_IMAGE_PROMPT_USD_CONTRACT_20260622_171525/P132_IMAGE_ATTACHMENT_GUIDE.md,ACTIVE_RUNTIME_PROMPT,79,MERGE_INTO_MASTER_REVIEW,c25eac9cbc70,412,False,False,False,True,False
PROMPT_0422_e992ae8810c8,mvp_qaic_py/gem_prompt_daily_shortcut.py,PROMPT_SOURCE_CANDIDATE,78,MERGE_INTO_MASTER_REVIEW,7739b6487c43,6000,False,False,False,True,True
PROMPT_0425_665b49886cec,mvp_qaic_py/gem_prompt_usability_pack.py,PROMPT_SOURCE_CANDIDATE,78,MERGE_INTO_MASTER_REVIEW,2db2a6ebcee3,6000,False,False,False,True,True
PROMPT_0443_f5936cd56739,mvp_qaic_py/p158_r2_authorize_and_apply_prompt_patch_manual_gate.py,PROMPT_SOURCE_CANDIDATE,78,MERGE_INTO_MASTER_REVIEW,91a45196c3b9,6000,False,False,False,True,True
PROMPT_0182_ec5c082af14d,05_EXPORTS/P132_MULTIMODAL_GEM_IMAGE_PROMPT_USD_CONTRACT_20260622_171525/P132_README.md,ACTIVE_RUNTIME_PROMPT,76,MERGE_INTO_MASTER_REVIEW,76904f71ece4,357,False,False,False,True,False
PROMPT_0221_659f8780d768,05_EXPORTS/P136C_R1_TEST_IMPORT_FIX_20260622_211016/P136_PROMPT_CORRECTIONS_QUEUE.md,PROMPT_EXPORT_REFERENCE,74,REFERENCE_REVIEW,2bb9a8985e24,1233,True,True,True,False,True
PROMPT_0224_df98c8ef1ac3,05_EXPORTS/P136_R1_STITCH_UI_LOGIC_FIX_20260622_204216/P136_PROMPT_CORRECTIONS_QUEUE.md,PROMPT_EXPORT_REFERENCE,74,REFERENCE_REVIEW,99cb1ab14964,1005,True,True,True,False,True
PROMPT_0231_5dbb4497e527,05_EXPORTS/P137_R1_RUFF_IMPORT_FIX_20260622_214321/P137_SOURCE_PROMPT_COPY.md,PROMPT_EXPORT_REFERENCE,74,REFERENCE_REVIEW,2bb9a8985e24,1233,True,True,True,False,True
PROMPT_0351_7551a681e713,05_EXPORTS/P182_PROMPT_HISTORY_LIBRARY_VERSION_STUDIO_20260624_095740/P182_PROMPT_HISTORY_LIBRARY.csv,PROMPT_LIBRARY_REFERENCE,74,REFERENCE_REVIEW,b62f7d00c23d,6000,False,False,False,True,True
PROMPT_0451_bdda82cb371e,mvp_qaic_py/p177_gem_portfolio_prompt_workflow_usable_smoke.py,PROMPT_SOURCE_CANDIDATE,74,REFERENCE_REVIEW,4abb4bb01c6a,6000,False,False,False,True,True
PROMPT_0189_0a255cb2ddd9,05_EXPORTS/P132_R2_PRETTY_JSON_PROMPT_SYNC_20260622_184031/P132_CONTRACT.json,PROMPT_EXPORT_REFERENCE,73,REFERENCE_REVIEW,e42067172c3e,2502,False,False,False,True,True
PROMPT_0343_47503df58bb9,05_EXPORTS/P177_GEM_PORTFOLIO_PROMPT_WORKFLOW_USABLE_SMOKE_20260624_090757/P177_GEM_PORTFOLIO_PROMPT_SMOKE_MODEL.json,PROMPT_EXPORT_REFERENCE,73,REFERENCE_REVIEW,9af3a1a6fc65,2306,False,False,False,True,True
PROMPT_0177_9c316bc1c5a3,05_EXPORTS/P132_MULTIMODAL_GEM_IMAGE_PROMPT_USD_CONTRACT_20260622_171525/P132_COPY_PASTE_TEXT_OPTIONAL_TEMPLATE.md,ACTIVE_RUNTIME_PROMPT,72,REFERENCE_REVIEW,ebf56a58bb8f,284,False,False,False,True,False
PROMPT_0421_6fd498bf7233,mvp_qaic_py/gem_portfolio_prompt_module.py,PROMPT_SOURCE_CANDIDATE,72,REFERENCE_REVIEW,9b091f59a09e,6000,False,False,False,False,True
PROMPT_0431_f83a2507f367,mvp_qaic_py/operator_e2e_image_prompt_loop.py,PROMPT_SOURCE_CANDIDATE,72,REFERENCE_REVIEW,5af1613b3dc7,6000,False,False,False,False,True
PROMPT_0448_d21a24971517,mvp_qaic_py/p167_human_review_reference_prompt_or_apply_gate.py,PROMPT_SOURCE_CANDIDATE,72,REFERENCE_REVIEW,ed5d74815abe,6000,False,False,False,False,True
PROMPT_0028_893098143a30,05_EXPORTS/P112_GEM_PORTFOLIO_PROMPT_USUAL_MODULE_20260622_120413/P112_GEM_READY_PORTFOLIO_PROMPT.md,PROMPT_EXPORT_REFERENCE,71,REFERENCE_REVIEW,c56262a7b4c1,2067,False,False,False,False,True
PROMPT_0030_2e65222dce08,05_EXPORTS/P114_GEM_PROMPT_RUNNER_PACK_COPY_PASTE_AND_JSON_CONTRACT_20260622_124512/P114_GEM_PROMPT_COPY_PASTE.md,PROMPT_EXPORT_REFERENCE,71,REFERENCE_REVIEW,819919f13a8b,3297,False,False,False,False,True
PROMPT_0031_aa9cfde6acdb,05_EXPORTS/P114_GEM_PROMPT_RUNNER_PACK_COPY_PASTE_AND_JSON_CONTRACT_20260622_124512/P114_GEM_RUNNER_PAYLOAD_SAMPLE.json,PROMPT_EXPORT_REFERENCE,71,REFERENCE_REVIEW,58b6b345a94f,6000,False,False,False,False,True
PROMPT_0039_40f956d673a8,05_EXPORTS/P117_GEM_PROMPT_RUNTIME_USABILITY_PACK_20260622_132830/P117_CLI_COMMANDS.md,PROMPT_EXPORT_REFERENCE,71,REFERENCE_REVIEW,4998a5f161da,918,False,False,False,False,True
PROMPT_0041_6361d702746c,05_EXPORTS/P117_GEM_PROMPT_RUNTIME_USABILITY_PACK_20260622_132830/P117_QUICKSTART.md,PROMPT_EXPORT_REFERENCE,71,REFERENCE_REVIEW,f958de5f5b56,1437,False,False,False,False,True
PROMPT_0333_d5382f8a0571,05_EXPORTS/P167_HUMAN_REVIEW_REFERENCE_PROMPT_GATE_20260623_180529/P167_REFERENCE_PROMPT_REVIEW_WORKBENCH.csv,PROMPT_EXPORT_REFERENCE,71,REFERENCE_REVIEW,9a75a65e2c8a,1403,False,False,False,False,True
PROMPT_0356_3c74bde62220,05_EXPORTS/P183_CAPTURE_TO_SESSION_LINK_PROMPT_RUN_WORKFLOW_20260624_100649/P183_CAPTURE_SESSION_WORKFLOW.json,PROMPT_EXPORT_REFERENCE,71,REFERENCE_REVIEW,5c537728e76d,3174,False,False,False,False,True
PROMPT_0361_fe0a78e1ed02,05_EXPORTS/P183_CAPTURE_TO_SESSION_LINK_PROMPT_RUN_WORKFLOW_20260624_100750/P183_CAPTURE_SESSION_WORKFLOW.json,PROMPT_EXPORT_REFERENCE,71,REFERENCE_REVIEW,6f90f70627b2,3174,False,False,False,False,True
PROMPT_0352_ccaed24b756d,05_EXPORTS/P182_PROMPT_HISTORY_LIBRARY_VERSION_STUDIO_20260624_095740/P182_PROMPT_HISTORY_LIBRARY.json,PROMPT_LIBRARY_REFERENCE,71,REFERENCE_REVIEW,4991aee0b632,6000,False,False,False,True,True
PROMPT_0044_2089f5291423,05_EXPORTS/P117_GEM_PROMPT_RUNTIME_USABILITY_PACK_20260622_132830/P117_SAMPLE_RUNTIME_PACK_PASTED_TEXT/P116_GEM_PROMPT_COPY_PASTE.md,PROMPT_EXPORT_REFERENCE,70,REFERENCE_REVIEW,7c63aa8082ca,3546,False,False,False,True,True
PROMPT_0057_377a77d4515f,05_EXPORTS/P118_GEM_DAILY_OPERATOR_SHORTCUT_20260622_133524/P118_RUNTIME_PACK/P116_GEM_PROMPT_COPY_PASTE.md,PROMPT_EXPORT_REFERENCE,70,REFERENCE_REVIEW,f7534183c39a,3598,False,False,False,True,True
PROMPT_0083_d397b1c2cad8,05_EXPORTS/P121_DAILY_GEM_LOOP_E2E_LOCAL_SMOKE_20260622_144950/P121_STEP_P118_DAILY_SHORTCUT/P118_RUNTIME_PACK/P116_GEM_PROMPT_COPY_PASTE.md,PROMPT_EXPORT_REFERENCE,70,REFERENCE_REVIEW,6dd71f64c641,3669,False,False,False,True,True
PROMPT_0198_e11997ca7238,05_EXPORTS/P132_R2_PRETTY_JSON_PROMPT_SYNC_20260622_184031/P132_TODAY_FUNCTIONAL_RUNBOOK.md,PROMPT_EXPORT_REFERENCE,70,REFERENCE_REVIEW,5e1a223fbcc8,991,False,False,False,True,True
PROMPT_0283_2e6c1012222b,05_EXPORTS/P154_PROMPT_CORRECTION_APPLY_PLAN_OR_STOP_20260623_144922/P154_PROMPT_CORRECTION_APPLY_PLAN_REPORT.json,PROMPT_EXPORT_REFERENCE,70,REFERENCE_REVIEW,bbc3b3d86c54,5017,False,False,False,True,True
PROMPT_0229_359de47169e7,05_EXPORTS/P137_R1_RUFF_IMPORT_FIX_20260622_214321/P137_PROMPT_CORRECTIONS_QUEUE.json,PROMPT_EXPORT_REFERENCE,69,REFERENCE_REVIEW,55f6e1bbd144,2404,False,False,False,True,True
PROMPT_0230_09f08d7b133a,05_EXPORTS/P137_R1_RUFF_IMPORT_FIX_20260622_214321/P137_PROMPT_CORRECTIONS_QUEUE.md,PROMPT_EXPORT_REFERENCE,69,REFERENCE_REVIEW,546ff420ae67,1790,False,False,False,True,True
PROMPT_0329_14a078c7ab17,05_EXPORTS/P166_REFERENCE_PROMPT_REBUILD_FROM_SOURCE_INDEX_20260623_174903/P166_REFERENCE_PROMPT_DRAFT_V1.md,PROMPT_EXPORT_REFERENCE,69,REFERENCE_REVIEW,26fd90f5fbff,4730,True,True,True,False,True
PROMPT_0001_639fd5224f6e,00_OPERATOR_EXPORTS/P168F_REQUIRED_SNAPSHOTS/MVP_QAIC_PROMPT_REVIEW_WORKBENCH.csv,PROMPT_SOURCE_CANDIDATE,69,REFERENCE_REVIEW,9a75a65e2c8a,1403,False,False,False,False,True
PROMPT_0003_97a9fadd35d4,00_OPERATOR_EXPORTS/P168G_LOCAL_CACHE/MVP_QAIC_PROMPT_REVIEW_WORKBENCH.csv,PROMPT_SOURCE_CANDIDATE,69,REFERENCE_REVIEW,9a75a65e2c8a,1403,False,False,False,False,True
PROMPT_0447_11aacf510578,mvp_qaic_py/p166_reference_prompt_rebuild_from_source_index.py,PROMPT_SOURCE_CANDIDATE,69,REFERENCE_REVIEW,c4aa59112a73,6000,False,False,False,False,True
PROMPT_0435_8fc641f43c8a,mvp_qaic_py/p145_gem_response_import_e2e.py,GEM_RESPONSE_RELATED,67,REFERENCE_REVIEW,b9806bf7c1ba,6000,False,True,True,True,True
PROMPT_0240_f748c41622fe,05_EXPORTS/P138C_R9_CUSTOM_OAUTH_CLIENT_SAFE_WRITE_20260623_113901/P138C_BACKUP___PROMPT_LIBRARY.csv,PROMPT_EXPORT_REFERENCE,67,REFERENCE_REVIEW,4ceb0474464c,6000,False,True,True,False,False
PROMPT_0259_be50f7cf4996,05_EXPORTS/P152A_PROMPT_SOURCE_BINDING_FOR_REAL_GEM_20260623_140542/P152A_PROMPT_SOURCE_BINDING.json,PROMPT_EXPORT_REFERENCE,67,REFERENCE_REVIEW,c54be56197de,6000,False,False,False,False,True
PROMPT_0463_25299afafae4,mvp_qaic_py/prompt_image_capture_human_review.py,PROMPT_SOURCE_CANDIDATE,66,REFERENCE_REVIEW,985d286fb9aa,6000,False,False,False,False,True
PROMPT_0249_f751bb0ac340,05_EXPORTS/P145_GEM_RESPONSE_IMPORT_E2E_20260623_124938/P145_NICEGUI_GEM_RESPONSE_REVIEW_APP.py,GEM_RESPONSE_RELATED,65,REFERENCE_REVIEW,7f3ee7e521dc,3694,False,True,True,True,True
PROMPT_0026_c12cb817e7d4,05_EXPORTS/P112_GEM_PORTFOLIO_PROMPT_USUAL_MODULE_20260622_120413/P112_GEM_PORTFOLIO_PROMPT_PAYLOAD_SAMPLE.json,PROMPT_EXPORT_REFERENCE,65,REFERENCE_REVIEW,afa2cb6d35d0,2399,False,False,False,False,False
PROMPT_0141_8df03f021492,05_EXPORTS/P128_PROMPT_INPUT_IMAGE_CAPTURE_HUMAN_REVIEW_20260622_161704/P128_IMAGE_CAPTURE_MANIFEST.json,PROMPT_EXPORT_REFERENCE,65,REFERENCE_REVIEW,da7b2d6129e3,3375,False,False,False,False,True
PROMPT_0142_6f3112ec8b33,05_EXPORTS/P128_PROMPT_INPUT_IMAGE_CAPTURE_HUMAN_REVIEW_20260622_161704/P128_IMAGE_INPUT_CONTRACT.json,PROMPT_EXPORT_REFERENCE,65,REFERENCE_REVIEW,e02a40ea7637,1821,False,False,False,False,True
PROMPT_0154_2c462b4a4077,05_EXPORTS/P129_R1_IMAGE_TO_PROMPT_MANUAL_TRANSCRIPTION_BRIDGE_20260622_163027/P129_BRIDGE_MANIFEST.json,PROMPT_EXPORT_REFERENCE,65,REFERENCE_REVIEW,8c98686281f6,3515,False,False,False,False,True
PROMPT_0162_7723d9200df9,05_EXPORTS/P130_OPERATOR_E2E_IMAGE_PROMPT_LOOP_20260622_164559/P130_E2E_MANIFEST.json,PROMPT_EXPORT_REFERENCE,65,REFERENCE_REVIEW,eb4c04c2f6a7,4625,False,False,False,False,True
PROMPT_0169_2fd98fa019d2,05_EXPORTS/P130_OPERATOR_E2E_IMAGE_PROMPT_LOOP_20260622_164559/P130_P129_BRIDGE/P129_BRIDGE_MANIFEST.json,PROMPT_EXPORT_REFERENCE,65,REFERENCE_REVIEW,1ed618856197,3530,False,False,False,False,True
PROMPT_0197_1da3a07423e5,05_EXPORTS/P132_R2_PRETTY_JSON_PROMPT_SYNC_20260622_184031/P132_RESPONSE_IMAGE_USAGE_GATE_CHECKLIST.csv,PROMPT_EXPORT_REFERENCE,65,REFERENCE_REVIEW,c5014e02ef5d,779,False,False,False,True,True
PROMPT_0207_651052201f49,05_EXPORTS/P134A_NICEGUI_ROOT_PAGE_LAUNCH_FIX_20260622_193558/P134_NICEGUI_PROMPT_COCKPIT_RUNBOOK.md,PROMPT_EXPORT_REFERENCE,65,REFERENCE_REVIEW,405946053204,2030,False,False,False,False,True
PROMPT_0210_b88a515f8ec4,05_EXPORTS/P134_NICEGUI_PROMPT_COCKPIT_LOCAL_PRIVATE_20260622_190757/P134_NICEGUI_PROMPT_COCKPIT_RUNBOOK.md,PROMPT_EXPORT_REFERENCE,65,REFERENCE_REVIEW,405946053204,2030,False,False,False,False,True
PROMPT_0213_e568d3836f6f,05_EXPORTS/P135B_R3_NICEGUI_UI_RENDER_POLISH_MARKER_FIX_20260622_202343/P134_NICEGUI_PROMPT_COCKPIT_RUNBOOK.md,PROMPT_EXPORT_REFERENCE,65,REFERENCE_REVIEW,405946053204,2030,False,False,False,False,True
PROMPT_0217_e137f9ab3c50,05_EXPORTS/P135_R2_NICEGUI_OPERATOR_POLISH_COMPAT_FIX_20260622_195252/P134_NICEGUI_PROMPT_COCKPIT_RUNBOOK.md,PROMPT_EXPORT_REFERENCE,65,REFERENCE_REVIEW,405946053204,2030,False,False,False,False,True
PROMPT_0423_e8ef96fcce3b,mvp_qaic_py/gem_prompt_runner_pack.py,PROMPT_SOURCE_CANDIDATE,65,REFERENCE_REVIEW,f137e1a453d5,6000,False,False,False,False,True
PROMPT_0424_f2c9bc44b483,mvp_qaic_py/gem_prompt_runtime_cli.py,PROMPT_SOURCE_CANDIDATE,65,REFERENCE_REVIEW,1e0741a5f99e,6000,False,False,False,False,True
PROMPT_0430_f655aa755101,mvp_qaic_py/nicegui_prompt_cockpit_local_private.py,PROMPT_SOURCE_CANDIDATE,65,REFERENCE_REVIEW,7e97e9d38db2,6000,False,False,False,False,True
PROMPT_0437_d959405fe2c7,mvp_qaic_py/p152a_prompt_source_binding_for_real_gem.py,PROMPT_SOURCE_CANDIDATE,65,REFERENCE_REVIEW,2021d0ccff75,6000,False,False,False,False,True
PROMPT_0024_414e0cf2d7d5,05_EXPORTS/P112_GEM_PORTFOLIO_PROMPT_USUAL_MODULE_20260622_120413/P112_GEM_PORTFOLIO_PROMPT_MODULE_CONTRACT.json,PROMPT_EXPORT_REFERENCE,64,REFERENCE_REVIEW,9c38e870f6c2,1343,False,False,False,False,True
PROMPT_0035_91473a81d034,05_EXPORTS/P116_GEM_PROMPT_RUNTIME_MINI_CLI_20260622_132029/P116_GEM_PROMPT_COPY_PASTE.md,PROMPT_EXPORT_REFERENCE,64,REFERENCE_REVIEW,ac733ec96323,3515,False,False,False,False,True
PROMPT_0037_160e18362e48,05_EXPORTS/P116_GEM_PROMPT_RUNTIME_MINI_CLI_20260622_132029/P116_RUNTIME_PAYLOAD.json,PROMPT_EXPORT_REFERENCE,64,REFERENCE_REVIEW,4d763271f711,6000,False,False,False,False,True
PROMPT_0046_85cea5f66e3c,05_EXPORTS/P117_GEM_PROMPT_RUNTIME_USABILITY_PACK_20260622_132830/P117_SAMPLE_RUNTIME_PACK_PASTED_TEXT/P116_RUNTIME_PAYLOAD.json,PROMPT_EXPORT_REFERENCE,64,REFERENCE_REVIEW,37db406c2b6f,6000,False,False,False,False,True
PROMPT_0147_70a128a0a8a2,05_EXPORTS/P129_IMAGE_TO_PROMPT_MANUAL_TRANSCRIPTION_BRIDGE_20260622_162333/P129_BRIDGE_MANIFEST.json,PROMPT_EXPORT_REFERENCE,64,REFERENCE_REVIEW,d4488c08ad64,3073,False,False,False,False,True
PROMPT_0261_7a7aa2087989,05_EXPORTS/P152A_PROMPT_SOURCE_BINDING_FOR_REAL_GEM_20260623_140542/P152A_PROMPT_SOURCE_OPTIONS.csv,PROMPT_EXPORT_REFERENCE,64,REFERENCE_REVIEW,ab17a5ac3067,4439,False,False,False,False,True
PROMPT_0282_35848a8fd756,05_EXPORTS/P154_PROMPT_CORRECTION_APPLY_PLAN_OR_STOP_20260623_144922/P154_PROMPT_CORRECTION_APPLY_PLAN.csv,PROMPT_EXPORT_REFERENCE,64,REFERENCE_REVIEW,fa4071c2aec7,1370,False,False,False,True,False
PROMPT_0417_14ee6e5b21e4,mvp_qaic_py/gem_loop_input_helper.py,GEM_RESPONSE_RELATED,63,REFERENCE_REVIEW,fa52963892d2,6000,True,True,True,False,True
PROMPT_0418_e54f693f0328,mvp_qaic_py/gem_loop_operator_handoff.py,GEM_RESPONSE_RELATED,63,REFERENCE_REVIEW,f930d0ae9216,6000,True,True,True,False,True
